Song_ID,Section,"Matrix Number (song #, take #)",Performer,Title of Track,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first listed is performer)","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S117,16.15,44187,Lester and Rhoda Bernard,The Speech Maker Of The Cloak And Suit Makers' Union,,07/1916,1916,NY,Co E2994,Columbia,Spoken,,,In Yiddish and English
S118,16.15,44190,Lester and Rhoda Bernard,The Delegate And The Shop Girl Of The Cloak And Suit Makers' Union,,07/1916,1916,NY,Co E2994,Columbia,Spoken,,,In Yiddish and English
S119,16.16,x,Mr. Bernstein,Die Jerushe,,1906,1906,NY,UHD&C 1263,United Hebrew Disk & Cylinder,Tenor & Piano,,,
S120,16.16,x,Mr. Bernstein,Avremele,,1906,1906,NY,UHD&C 1264,United Hebrew Disk & Cylinder,Tenor & Piano,,,
S121,16.16,x,Mr. Bernstein,Hob Ich Ongefangen Zu Loifen,,1906,1906,NY,UHD&C 1265,United Hebrew Disk & Cylinder,Tenor & Piano,,,
S122,16.16,x,Mr. Bernstein,My Uncle Sam,,1906,1906,NY,UHD&C 1266,United Hebrew Disk & Cylinder,Tenor & Piano,,,
S123,16.16,x,Mr. Bernstein,A Tfile Fun A Agune,,1906,1906,NY,UHD&C 1267,United Hebrew Disk & Cylinder,Tenor & Piano,,,
S124,16.17,41905-3,Joseph Birenzweig,Martha: Ir Sheinung,,09/1921,1921,NY,Em 13195,Emerson,Tenor & Orchestra,Flotow (composer),Friedrich von Flotow (composer),Birenzweig was the first tenor of Warsaw Opera
S125,16.17,41906-4,Joseph Birenzweig,Ireh Milde Oigen Elasir,,09/1921,1921,NY,Em 13195,Emerson,Tenor & Orchestra,Donizetti (composer),Gaetano Donizetti (composer),Birenzweig was the first tenor of Warsaw Opera
S126,16.18,58560-1,Louis Birnbaum (b. 1884),Shabes Far Macht Nuch Der Peide,,1917,1917,NY,Co E3561,Columbia,Tenor,,,
S127,16.18,58561-1,Louis Birnbaum,Mazel Darf Men Hoben,,1917,1917,NY,Co E3561,Columbia,Tenor,,,
S128,16.18,84535-1,Louis Birnbaum,A Gruss Fon Die Trenches-War Song,07/1918,,1918,NY,Co E4033,Columbia,Tenor & Orchestra,,,
S129,16.18,84536-2,Louis Birnbaum,Uncle Sam-War Song,07/1918,,1918,NY,Co E4033,Columbia,Tenor & Orchestra,,,
S130,16.18,84894-1-2,Louis Birnbaum,Scholem-Patriotic Song,10/1918,,1918,NY,Co E4170,Columbia,Tenor & Orchestra,,,
S131,16.18,84895-1-2,Louis Birnbaum,Wen Die Boys Welen Komen Zurick-Patriotic Song,10/1918,,1918,NY,Co E4170,Columbia,Tenor & Orchestra,,,
S132,16.18,85382-1,Louis Birnbaum,Kol-zman Shehanshomoh Bekirbi,,08/1919,1919,NY,Co E4438,Columbia,Tenor ,,,
S133,16.18,85407-1,Louis Birnbaum,In 100 Johr Arum,,08/1919,1919,NY,Co E4438,Columbia,Tenor,,,
S134,16.18,6165,Louis Birnbaum,A Ligen,,08/1921,1921,NY,"Br 75003, 40003, 67003",Brunswick,Tenor & Orchestra,,,
S135,16.18,6168,Louis Birnbaum,Giy Maidlech-Comishe Couplets,,08/1921,1921,NY,"Br 75003, 40003, 67003",Brunswick,Tenor & Orchestra,,,
S136,16.19,58559-1 ,Minnie Birnbaum,Hoffnung Mit Ferlier ,,09/1917,1917,NY,Co E3616,Columbia,Soprano & Orchestra,Perlmutter & Wohl (composers),"Arnold Perlmutter (composer), Herman Wohl (composer)",
S137,16.19,58653-1 ,Minnie Birnbaum,A Mensch Zol Men Sein ,,09/1917,1917,NY,Co E3616,Columbia,Soprano & Orchestra,,,
S138,16.19,84521-1,Minnie Birnbaum,"Eili, Eili, Lomoh Azawtoni ",06/1918,,1918,NY,Co E4031,Columbia,"Soprano, Violin, Piano",,,
S139,16.19,84522-1-2,Minnie Birnbaum,Shenkt A Nedoweh ,06/1918,,1918,NY,Co E4031,Columbia,"Soprano, Violin, Piano",,,
S140,16.20,B 26256-2 ,S. Birnzweig,"Eil Rachem, from ''The Golem'' ",03/17/1922,,1922,NY,Vi 73288,Victor,Vocal & Orchestra,Louis Gilrod & Louis Friedsell (composers); Nathaniel Shilkret (director),"Louis Gilrod (composer), Louis Friedsell (composer), Nathaniel Shilkret (director)","""with William Robyn """
S141,16.20,B 26257-1 ,S. Birnzweig,Der Siderel ,03/17/1922,,1922,NY,Vi 73288,Victor,Vocal & Orchestra,Louis Gilrod & Jos. Kammen (composers); Nathaniel Shilkret (director),"Louis Gilrod (composer), Joseph Kammen (composer), Nathaniel Shilkret (director)",
S142,16.21,58156-1-2,Leon Blanc (b. 1867),"Gott, Mensch Und Teufel: Chatzkel Drachme ",,05/1917,1917,NY,Co E3613,Columbia,Spoken,J. Gordin (composer),Jacob Gordin (composer),
S143,16.21,58158-1 ,Leon Blanc,Der Fuchs Und Die Zieg ,,05/1917,1917,NY,Co E3404,Columbia,Spoken,,,
S144,16.21,58159-2-3,Leon Blanc,Der Yiddisher May ,,05/1917,1917,NY,Co E3404,Columbia,Spoken,Morris Rosenfeld (composer),Morris Rosenfeld (composer),
S145,16.21,B 29399-2 ,Leon Blanc (as Leon Blank),"Sis A Kurtzer Vehg (It Is But A Fleeting Moment), from ''Der Tate's Siendel"" ",02/11/1924,,1924,NY,Vi 77356,Victor,"Vocal, Chorus (sop, alt, 2 ten, 2 bs), Orchestra ",L. Gilrod & Peretz Sandler (composers); Nathaniel Shilkret (director),"Louis Gilrod (composer), Peretz Sandler (composer), Nathaniel Shilkret (director)",
S146,16.21,B 29501-2 ,Leon Blank,Der Prisoner ,02/12/1924,,1924,NY,Vi 77356,Victor,Spoken,Jacob Gordin (composer),Jacob Gordin (composer),
S147,16.21,B 31934-3 ,Leon Blank,"Naches Fun Kinder (Joys From Children), from ''Die Drei Kales'' (The Three Brides) ",02/10/1925,,1925,NY,Vi 77949,Victor,"Vocal, Chorus (2 sop, alt, 2 ten, bs), Orchestra",Louis Gilrod & Peretz Sandler (composers); Nathaniel Shilkret (director),"Louis Gilrod (composer), Peretz Sandler (composer), Nathaniel Shilkret (director)",
S148,16.21,B 31935-2 ,Leon Blank,"Der Chasina Tanz (The Wedding Dance), from ''Die Drei Kales'' (The Three Brides)",02/10/1925,,1925,NY,Vi 77949,Victor,"Vocal, Chorus (2 sop, alt, 2 ten, bs), Orchestra",Louis Gilrod & Peretz Sandler (composers); Nathaniel Shilkret (director),"Louis Gilrod (composer), Peretz Sandler (composer), Nathaniel Shilkret (director)",
S149,16.21,B 32251-2 ,Leon Blank,"God, Man And Devil: Chazkel Drachme ",03/25/1925,,1925,NY,Vi rej,Victor,Spoken,,,
S150,16.21,B 32252-2 ,Leon Blank,Purim Zu Der Seda (Sholem Aleichem) ,03/25/1925,,1925,NY,Vi rej,Victor,Spoken,,,
S151,16.21,BVE 33473-2 ,Leon Blank,"Lechaim Breeder (To Your Health, Brother), from ''Die Lieb In Palestina'' (Love In Palestina)",10/15/1925,,1925,"Camden, NJ",Vi 78367,Victor,Vocal & Orchestra,Louis Gilrod & Peretz Sandler (composers); Leroy Shield (director),"Louis Gilrod (composer), Peretz Sandler (composer), Leroy Shield (director)",
S152,16.21,BVE 48454-1 ,Leon Blank,Cabed Es Ovicho (Honor Your Father) (The Power Of Youth),12/11/1928,,1928,NY,Vi V-9005,Victor,"Vocal, Chorus, Orchestra",Wohl & Rosenthal (composers); Herman Wohl (director),"Boris Rosenthal (composer), Herman Wohl (composer), Herman Wohl (director)",
S153,16.21,BVE 49255-1 ,Leon Blank,David Hameilach Fiedele (King David's Violin),12/12/1928,,1928,NY,Vi V-9005,Victor,Vocal & Orchestra,Wohl & Rosenthal (composers); Herman Wohl (director),"Boris Rosenthal (composer), Herman Wohl (composer), Herman Wohl (director)","""with Boris Rosenthal, Isidore Lipinsky"""
S154,16.22,W 111454-1 ,Jehuda Bleich ,Der Bronxer Feter Vegen Cheider-Pt. 1,12/1929,,1929,NY,"Co 8204-F, DB235",Columbia,Spoken,Z.H. Rubinstein (composer),Anton Rubinstein (composer),
S155,16.22,W 111455-3 ,Jehuda Bleich ,Der Bronxer Feter Vegen Cheider-Pt. 2,12/1929,,1929,NY,"Co 8204-F, DB235",Columbia,Spoken,Z.H. Rubinstein (composer),Anton Rubinstein (composer),
S156,16.23,41439,H. Bloom (as Stillman's Kapelle Mit Pfeiferbegleitung),Geigerl Marsch ,,09/1920,1920,NY,Em 19015,Emerson,"""Leaf solos"" & band",,,
S157,16.23,41440-2 ,H. Bloom,Doina Dela Orient (Orientalishe Doina),,09/1920,1920,NY,Em 13158,Emerson,"""Leaf solos"" & band",,,
S158,16.23,41441-2 ,H. Bloom,Trennung Walzer ,,09/1920,1920,NY,Em 19015,Emerson,"""Leaf solos"" & band",,,
S159,16.23,41442-2 ,H. Bloom,Foiu Verdi (Grine Bletter),,09/1920,1920,NY,Em 13158,Emerson,"""Leaf solos"" & band",,,
S160,16.24,671,Sam Bloom (b. 1880),Der Talis-Patriotic Song ,03/1921,,1921,NY,Cardinal 1109,Cardinal,Tenor & Orchestra,D. Meyrowitz & H. Wohl (composers); Israel J. Hochman (director),"David Meyerowitz (composer), Herman Wohl (composer), Israel J. Hochman (director)",
S161,16.24,672,Sam Bloom,Shteh Auf Mein Folk,03/1921,,1921,NY,Cardinal 1109,Cardinal,Tenor & Orchestra,Israel J. Hochman (director),Israel J. Hochman (director),
S162,16.25,W 107724-3 ,Boibriker Kapelle ,Die Boibriker Chasseneh-Pt. 1 ,03/1927,,1927,NY,"Co 8129-F. FW FSS 34021 (33), GV 104(C)",Columbia,"Instrumental (two trumpets, two clarinets/sax, two violins, trombone, piano, sousaphone, drums)",Hirsch Gross (director),"Hirsch Gross (director), ","""The late Dave Tarras supplied the following personnel for this group: Abe Constantinofsky, Binyomin ''Louis"" Shuster-2 tp. Beresh Katz-vln. Dave Tarras. ? Lustig-2 cl/sax. Sam Spielman-tb, Sam Heller-p, Hymie Psevdonis-Sos, unknown 2d vln."""
S163,16.25,W 107725-3 ,Boibriker Kapelle ,Die Boibriker Chasseneh-Pt. 2 ,03/1927,,1927,NY,"Co 8129-F. FW FSS 34021 (33), GV 104(C)",Columbia,"Instrumental (two trumpets, two clarinets/sax, two violins, trombone, piano, sousaphone, drums)",Hirsch Gross (director),Hirsch Gross (director),
S164,16.25,W 108027-2 ,Boibriker Kapelle ,Akdomes Un Af B'ri ,06/1927,,1927,NY,Co 8145-F,Columbia,"Instrumental (two trumpets, two clarinets/sax, two violins, trombone, piano, sousaphone, drums)","H. Gross, B. Katz, A. Schwartz (composers); Hirsch Gross (director)","Hirsch Gross (composer), Beresh Katz (composer), Abe Schwartz (composer), Hirsch Gross (director)",
S165,16.25,W 108028-1 ,Boibriker Kapelle ,"Kinos, T'kios Un Ashrei ",06/1927,,1927,NY,Co 8145-F,Columbia,"Instrumental (two trumpets, two clarinets/sax, two violins, trombone, piano, sousaphone, drums)","H. Gross, B. Katz, A. Schwartz (composers); Hirsch Gross (director)","Hirsch Gross (composer), Beresh Katz (composer), Abe Schwartz (composer), Hirsch Gross (director)",
S166,16.25,W 108029-2 ,Boibriker Kapelle ,Ch'sidishe Nigunim (Traditional Music) Pt. 1,06/1927,,1927,NY,"Co 8146-F, 8221-F, FL 9034 (33)",Columbia,"Instrumental (two trumpets, two clarinets/sax, two violins, trombone, piano, sousaphone, drums)",H. Gross & B. Katz (composers); Hirsch Gross (director),"Hirsch Gross (composer), Beresh Katz (composer), Hirsch Gross (director)",
S167,16.25,W 108030-2 ,Boibriker Kapelle ,Ch'sidishe Nigunim (Traditional Music) Pt. 2,06/1927,,1927,NY,"Co 8146-F, 8221-F",Columbia,"Instrumental (two trumpets, two clarinets/sax, two violins, trombone, piano, sousaphone, drums)",H. Gross & B. Katz (composers); Hirsch Gross (director),"Hirsch Gross (composer), Beresh Katz (composer), Hirsch Gross (director)",
S168,16.26,E 28142,Celia Boodkin ,Der Becher (The Gobbler) (The Goblet),08/23/1928,,1928,NY,Br 67116,Brunswick,Mezzo-soprano & orchestra (10-person),Alexander Olshanetsky (composer); Alexander Olshanetsky (director),"Alexander Olshanetsky (composer), Alexander Olshanetsky (director)",
S169,16.26,E 28145,Celia Boodkin,Simchas Toire (Joy Of The Covenant),08/23/1928,,1928,NY,Br 67116,Brunswick,Mezzo-soprano & orchestra (10-person),Alexander Olshanetsky (composer); Alexander Olshanetsky (Director),"Alexander Olshanetsky (composer), Alexander Olshanetsky (director)",
S170,16.27,CVE 67697-2 ,Cantor Pinchus Borenstein ,Hashkiveinu,01/07/1931,,1931,"Camden, NJ","Vi (12"")",Victor,Vocal & Organ,Pierre Pinchik (organ),Pierre Pinchik (organ),
S171,16.27,CVE 67698-2 ,Cantor Pinchus Borenstein ,Wehugen Baadenu ,01/07/1931,,1931,"Camden, NJ","Vi (12"")",Victor,Vocal & Organ,Pierre Pinchik (organ),Pierre Pinchik (organ),
S172,16.28,W 109194-1 ,Dora Bowshover ,Uchar Kupietz ,05/1928,,1928,NY,Co 20142-F,Columbia,Soprano & Orchestra,,,In Russian
S173,16.28,W 109195 ,Dora Bowshover ,Ya Tzyganka Molodaya ,05/1928,,1928,NY,Co 20142-F,Columbia,Soprano & Orchestra,,,In Russian
S174,16.28,W 109468-2 ,Dora Bowshover ,Unzer Rebbin's Vunder ,07/1928,,1928,NY,Co 8175-F,Columbia,Soprano & Orchestra,,,
S175,16.28,W 109469-3 ,Dora Bowshover ,Tief In Veldele ,07/1928,,1928,NY,Co 8175-F,Columbia,Soprano & Orchestra,,,
S176,16.28,x,Dora Bowshover ,Mishenka,,1928,1928,NY,Co 20144-F,Columbia,Soprano,,,In Russian
S177,16.28,x,Dora Bowshover ,Kalinka,,1928,1928,NY,Co 20144-F,Columbia,Soprano,,,In Russian
S178,16.28,x,Dora Bowshover ,Ach. Sharaban Moi ,,1928,1928,NY,Co 20156-F,Columbia,Soprano,,,In Russian
S179,16.28,x,Dora Bowshover ,Platotchki,,1928,1928,NY,Co 20156-F,Columbia,Soprano,,,In Russian
S180,16.29,88764-1 ,Naftule Brandwein ,Kallarash,09/1922,,1922,NY,"Co E7780, FL 9034 (33)",Columbia,"Clarinet & tb, unk vln, p ",Sam Spielman (tb),Sam Spielman (tb),
S181,16.29,88765-2 ,Naftule Brandwein ,Roumeinishe Doina ,09/1922,,1922,NY,Co E7780,Columbia,"Clarinet & tb, unk vln, p ",Sam Spielman (tb),Sam Spielman (tb),
S182,16.29,88766-1 ,Naftule Brandwein (as Russkyj Narodnyj Orchester),Veselyj Kossack ,09/1922,,1922,NY,Co E7791,Columbia,"Clarinet & tb, unk vln, p ",Sam Spielman (tb),Sam Spielman (tb),
S183,16.29,88767-2 ,Naftule Brandwein (as Russkyj Narodnyj Orchester),Trepak,09/1922,,1922,NY,Co E7791,Columbia,"Clarinet & tb, unk vln, p ",Sam Spielman (tb),Sam Spielman (tb),
S184,16.29,88906-1 ,Naftule Brandwein ,"Freit Aich, Yiddelach ",12/1922,,1922,NY,Co E7874,Columbia,"Clarinet & tb, unk vln, p ",Sam Spielman (tb),Sam Spielman (tb),
S185,16.29,x,Naftule Brandwein ,Hora Crismùlesolor ,12/1922,,1922,NY,Co 31020-F,Columbia,"Clarinet & tb, unk vln, p ",Sam Spielman (tb),Sam Spielman (tb),
S186,16.29,88907-2 ,Naftule Brandwein ,Ukrainskyj Kazachok ,12/1922,,1922,NY,Co E7838,Columbia,"Clarinet & tb, unk vln, p ",Sam Spielman (tb),Sam Spielman (tb),
S187,16.29,88908,Naftule Brandwein (as Russkyj Narodnyj Orchester),"'Krasota""-Kazachok ",12/1922,,1922,NY,Co E7838,Columbia,"Clarinet & tb, unk vln, p ",Sam Spielman (tb),Sam Spielman (tb),
S188,16.29,88909-1 ,Naftule Brandwein ,Terkish-Bulgarish ,12/1922,,1922,NY,Co E7874,Columbia,"Clarinet & tb, unk vln, p ",Sam Spielman (tb),Sam Spielman (tb),
S189,16.29,x,Naftule Brandwein (as Clarinet Cu Orchestra Nationala),Sârba,12/1922,,1922,NY,Co 31020-F,Columbia,"Clarinet & tb, unk vln, p ",Sam Spielman (tb),Sam Spielman (tb),
S190,16.29,89005,Naftule Brandwein (as Russkyj Narodnyj Orchester),Ukrainskyj Tanietz ,02/1923,,1923,NY,Co E7931,Columbia,"Clarinet & tb, unk, p, dm",Sam Spielman (tb),Sam Spielman (tb),
S191,16.29,89006-2 ,Naftule Brandwein (as Russkyj Narodnyj Orchester),Kolomeika,02/1923,,1923,NY,Co E7931,Columbia,"Clarinet & tb, unk, p, dm",Sam Spielman (tb),Sam Spielman (tb),
S192,16.29,89008,Naftule Brandwein ,Fihren Die Mechutonim Aheim-Tanz,02/1923,,1923,NY,"Co E9012. FW FSS 34021 (33), GV 104(C)",Columbia,"Clarinet & tb, unk, p, dm",Sam Spielman (tb),Sam Spielman (tb),
S193,16.29,42439-1-2,Naftule Brandwein ,Der Ziser Bulgar ,,04/1923,1923,NY,Em 13236,Emerson,"Clarinet & tb, unk, p ",Naftule Brandwein (composer); Sam Spielman (tb),"Naftule Brandwein (composer), Sam Spielman (tb)",
S194,16.29,42440-1-2,Naftule Brandwein ,Vie Tsvie Is Naftule Der Driter ,,04/1923,1923,NY,Em 13236,Emerson,"Clarinet & tb, unk, p",Naftule Brandwein (composer); Sam Spielman (tb),"Naftule Brandwein (composer), Sam Spielman (tb)",
S195,16.29,42441-1-2,Naftule Brandwein ,Naftule Shpielt Far Dem Rebin ,,04/1923,1923,NY,Em 13237,Emerson,"Clarinet & tb, unk, p ",Naftule Brandwein (composer); Sam Spielman (tb),"Naftule Brandwein (composer), Sam Spielman (tb)",
S196,16.29,42442-1-2,Naftule Brandwein ,Dem Rebin's Chusid ,,04/1923,1923,NY,"Em 13237, GV 101 (33,C)",Emerson*,"Clarinet & tb, unk, p ",Naftule Brandwein (composer); Sam Spielman (tb),"Naftule Brandwein (composer), Sam Spielman (tb)",
S197,16.29,B 27889-2 ,Naftule Brandwein's Orchestra,Heiser Bulgar (Spirited Bulgar),05/10/1923,,1923,NY,"Vi 73895, HMV K3306","Victor, His Masters Voice","Clarinet & tb, unk vln, p, traps",Naftule Brandwein (composer); Sam Spielman (tb),"Naftule Brandwein (composer), Sam Spielman (tb)",
S198,16.29,B 27890-3 ,Naftule Brandwein's Orchestra,Doina-Pt. 1 ,05/10/1923,,1923,NY,Vi 73940,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S199,16.29,B 27891-1 ,Naftule Brandwein's Orchestra,Doina-Pt. 2: Nachspiel,05/10/1923,,1923,NY,Vi 73940,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S200,16.29,B 27892-2 ,Naftule Brandwein's Orchestra,Turkishe Yalle Vey Uve (Turkish Dance),05/10/1923,,1923,NY,"Vi 73895, HMV K3306, FL 9034 (33)","Victor, His Masters Voice, [Find FL]","Clarinet & tb, unk vln, p, traps",Naftule Brandwein (composer); Sam Spielman (tb),"Naftule Brandwein (composer), Sam Spielman (tb)",
S201,16.29,B 27893 ,Naftule Brandwein's Orchestra,Lebedig Naftule,05/10/1923,,1923,NY,Vi rej,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S202,16.29,B 29752-2 ,Naftule Brandwein's Orchestra,Der Iyd In Jerusaleim (The Jew In Jerusalem),03/31/1924,,1924,NY,Vi 77599,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S203,16.29,B 29753-1 ,Naftule Brandwein's Orchestra,Der Terkisher-Bulgar Tanz (The Turkish Bulgar Dance),03/31/1924,,1924,NY,Vi 77488,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S204,16.29,B 29754-1 ,Naftule Brandwein's Orchestra,Freid Sich Yiddalech (Be Happy),03/31/1924,,1924,NY,Vi 77488,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S205,16.29,B 29761-2 ,Naftule Brandwein's Orchestra,Der Terk In America ,03/31/1924,,1924,NY,Vi 77599,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S206,16.29,B 30391-1 ,Naftule Brandwein's Orchestra,Der Heisser-Tartar Dance ,07/17/1924,,1924,NY,Vi 77659,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S207,16.29,B 30392-2 ,Naftule Brandwein's Orchestra,Fufzehn Yahr Fon Der Heim Awek (Fifteen Years Away From Home)-Russian Dance ,07/17/1924,,1924,NY,Vi 77776,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S208,16.29,B 30393-2 ,Naftule Brandwein's Orchestra,Das Teureste In Bukowina (The Dearest One In Bukowina)-Bukowinian Dance,07/17/1924,,1924,NY,Vi 77776,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S209,16.29,B 30394-2 ,Naftule Brandwein's Orchestra,Wie Bist Die Gewesen Vor Prohibition? (Where Were You Before Prohibition?)-Bulgarian Dance,07/17/1924,,1924,NY,"Vi 77659, FW FSS 34021 (33), GV 104 (C)","Victor, [Find FW FSS & GV records]","Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S210,16.29,B 32273-1 ,Naftule Brandwein's Orchestra,Sirba Romaniaska-Roumanian Dance ,4/1/1925,,1925,NY,Vi 78123,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S211,16.29,B 32275-2 ,Naftule Brandwein's Orchestra,Odesser Bulgar (Odessa Bulgar Dance),4/1/1925,,1925,NY,Vi 78043,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S212,16.29,B 32276-1 ,Naftule Brandwein's Orchestra,Leben Zol Palestina (Long Live Palestine) ,4/1/1925,,1925,NY,Vi 78123,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S213,16.29,B 32277-1 ,Naftule Brandwein's Orchestra,Honga Ciganeska-Roumanian Dance ,4/1/1925,,1925,NY,Vi 78043,Victor,"Clarinet & tb, unk vln, p, traps",Sam Spielman (tb),Sam Spielman (tb),
S214,16.29,105610-2 ,Naftule Brandwein's Orchestra,Bulgar Ala Naftule,4/1925,,1925,NY,"Co 8073-F, 8219-F, A8244",Columbia,"Clarinet & tb, unk p, dm ",Sam Spielman (tb),Sam Spielman (tb),
S215,16.29,105611-2 ,Naftule Brandwein's Orchestra,"Naftule, Shpiel Es Noch Amol ",4/1925,,1925,NY,"Co 8076-F, A8245",Columbia,"Clarinet & tb, unk p, dm",Sam Spielman (tb),Sam Spielman (tb),
S216,16.29,105612-1 ,Naftule Brandwein's Orchestra,"Oi Tate, S' is Gut",4/1925,,1925,NY,"A8245, FL 9034 (33)",Columbia,"Clarinet & tb, unk p, dm",Sam Spielman (tb),Sam Spielman (tb),
S217,16.29,105613-1 ,Naftule Brandwein's Orchestra,A Hora Mit Tzibeles ,4/1925,,1925,NY,"Co 8073-F, 8219-F, A8244",Columbia,"Clarinet & tb, unk p, dm",Sam Spielman (tb),,
S218,16.29,x,Naftule Brandwein's Orchestra,Hora Sinaia ,4/1925,,1925,NY,Co 31023-F,Columbia,Clarinet & Cymbal ,,,
S219,16.29,BVE 34629 ,Naftule Brandwein's Orchestra,Araber Tanz (Arabian Dance),2/18/1926,,1926,NY,Vi 78658,Victor,"Clarinet & unk vln, tb, p, traps ",,,
S220,16.29,BVE 34630-1 ,Naftule Brandwein's Orchestra,Fun Tashlach (New Year's Prayer At The River) ,2/18/1926,,1926,NY,Vi 78658,Victor,"Clarinet & unk vln, tb, p, traps ",,,
S221,16.29,BVE 34631-1 ,Naftule Brandwein's Orchestra,Der Yiddisher Soldat In Die Trenches ,2/18/1926,,1926,NY,Vi 78588,Victor,"Clarinet & unk vln, tb, p, traps ",Naftule Brandwein (composer),Naftule Brandwein (composer),
S222,16.29,BVE 34632-2 ,Naftule Brandwein's Orchestra,Zurick Fun Der Milchumo ,2/18/1926,,1926,NY,Vi 78588,Victor,"Clarinet & unk vln, tb, p, traps ",Naftule Brandwein (composer),Naftule Brandwein (composer),
S223,16.29,E 24905/6 ,Naftuli Brandwein (as Te Piec Dziadow [The Five Beggars]),Bialy Mazur (Until Dawn Mazurka),10/25/1927,,1927,NY,Br 60028,Brunswick,"Clarinet & ""3 others""",Naftule Brandwein (arranger),Naftule Brandwein (arranger),
S224,16.29,E 24907/8 ,Naftuli Brandwein (as Te Piec Dziadow [The Five Beggars]),Polka Konkatka ,10/25/1927,,1927,NY,Br 60028,Brunswick,"Clarinet & ""3 others""",Naftule Brandwein (arranger),Naftule Brandwein (arranger),
S225,16.29,"E 24910, E 6780W ",Naftuli Brandwein,Mazeltov Der Schweiger (Greetings To Mother In Law); Dos Yiddishe Chosedl,10/25/1927,,1927,NY,Br 67046,Brunswick,"Clarinet & ""3 others""",Naftule Brandwein (arranger),Naftule Brandwein (arranger),
S226,16.29,"E 24912, E 6782W ",Naftuli Brandwein,Lebedig Naftuli (The Lively Naftuli)-Bulgar ,10/25/1927,,1927,NY,Br 67046,Brunswick,"Clarinet & ""3 others""",Naftule Brandwein (arranger),Naftule Brandwein (arranger),
S227,16.29,E 25556/7 ,Naftuli Brandwein,Mazeltov Der Schweiger {Greetings To Mother In Law}; Dos Yiddishe Chosedl ,12/13/1927,,1927,NY,Br rej,Brunswick,"Clarinet & ""3 others""",Naftule Brandwein (arranger),Naftule Brandwein (arranger),
S228,16.29,E 25558/9 ,Naftuli Brandwein,Lebedig Naftuli (The Lively Naftuli) ,12/13/1927,,1927,NY,Br rej,Brunswick,"Clarinet & ""3 others""",Naftule Brandwein (arranger),Naftule Brandwein (arranger),
S229,16.29,BS 065051-1 ,Nifty Brandwein,Kleine Princessin (Little Princess) (Bulgarian Freilach),04/25/1941,,1941,NY,"Vi V-9091, 25-5053",Victor,"Clarinet & p, Sos, dm",Naftule Brandwein (composer),Naftule Brandwein (composer),
