NAME
Simon Tenovsky Orchestra
"Corman, William"
"Cash, Dave"
"Cash, Dave (Yid)"
"Casman, Nellie"
"Casman, Nellie / Cahn Chaplin"
"Casman, Nellie / S. Chaplin"
"Casman, Nellie /S. Chaplin"
"Casman, Nellie/ S. Chaplin"
"Caspi, Mati"
"Caspi, Mati, arrangement"
"Caspi, Mati, musical direction"
"Caspi, Matti, arr"
"Caspi, Zvi"
"Caspi, Zvi and Alice Beth-Eytan"
"Caspi, Zvi, recicitive"
"Caspi, Zvika"
"Cassouto, Ann Gershenfeld"
"Castel, Nico"
"Castillo, Isauro"
"Catell, Albert"
Central Command Entertainment Grp
Central Command Trio
Central Command Troupe
"Cepitis, Imants, conducting"
"Certon, Pierre"
"Cesar, Laura"
"Cezar, I."
Chabad Choir & Orch
"Chabrier, Emmanuel (1841-1894)"
"Chachik, Carla, interviewer"
"Chadwin, Pearl"
"Chagy, Khazn Berele"
"Chai Duo, Harriet Kane, Karl Kritz"
"Chai Duo, Harriet Kaye, Karl Kritz"
Chai Instrumental Ensemble
"Chait, Rabbi Borukh"
"Chajes, Julius"
"Challan, Annie, harp"
"Chalupt, Rene"
Chamber Orch & Chorus
"Chapin, Harry"
"Chapin, Saul"
"Chaplin, C."
"Chaplin, Saul"
"Charles, M. / W. King"
"Charni, Daniel, Mordecai Yardeini"
"Charnitov, Rabbi Aaron"
"Charnitow, Reb Ahron of Nikolayov"
"Charson, Dassy"
"Charson, Yisroel"
"Charson, Yisroel and Dassy"
"Chen, Nira"
"Chen, Shula"
"Chenkin, Victor"
"Cheritonov, Abraham of Nikoleyev"
"Cherki, Luc"
Cherniavsky's Yiddishe Jazz Band
"Cherniavsky, Joseph Yiddishe Jazz Band"
"Cherniavsky, Joseph"
"Chernin, V."
"Chernitov, Rabbi Sholom"
"Chernow, Jay & his Hi-Hat Ensemble"
"Chernow, Jay & his Hi-Hats Ensem"
"Chernow, Jay & his Hi-Hats Ensemb"
"Chernow, Jay and His Hi-Hats Ensmb"
"Chester, Allen & Doris Cohen"
"Chicago B. J. E., Children's Choir"
Chicago B.J.E. Children's Choir
Chicago B.J.E. Children's Chorus
Chicago B.J.E. Childrens Choir
Chicago B.J.E. Chorus
Chicago Jewish Folk Chorus
Chicago Klezmer Ensemble
Children
Children's Choir
Children's Choir and Orch
Childrens' Chorus
Chinese Poets
Chizuk Amuno Congegat Choir
Chocolate Menta Mastik & M. Caspi
Choir
Choir & Orchestra
Choir with Khazn
"Choirs, Metro Synag & Comm Church"
"Chopin, Frederick"
Choral
"Choral Group, Sephardic"
Chorus
"Chorus & Chamber Orch, Algazi L."
Chorus of Bukhari Musicians
"Chorus, Jew Chamber Musical Thea"
"Christodoulou, D. (b.1924)"
"Ciganari, J."
"Cilea, F."
Cincinnati Klezmer Project
Cincinniti Klezmer Project
"Ciobaturu,I."
"Citrin, Gitl"
"Cizek, M."
"Claire, Dina"
"Claire, Dina and chorus"
Clan Stewart Pipe Band
"Clare, S. / L. Brown"
"Clark, Phyllis Lee, arranger"
"Clarke, Grant"
Claudia Koch & Aufwind
Cobian
Cochini Girl and Choral Group
"Codrescu, Andrei, reader"
"Cogan, Eddy"
"Cohan, George M."
"Cohem, M."
"Cohen, A."
"Cohen, Albert"
"Cohen, Avsholom"
"Cohen, Bob/Budapester Klezmer Band"
"Cohen, Charles"
"Cohen, D., arr"
"Cohen, Dahlia"
"Cohen, Doris"
"Cohen, Dudley, arr"
"Cohen, Elie, orchestra conductor"
"Cohen, Emil"
"Cohen, Hedva"
"Cohen, Izhar"
"Cohen, J. L."
"Cohen, Jacob"
"Cohen, Cantor Jordan"
"Cohen, Cantor Jorden"
"Cohen, Khazn Tevele"
"Cohen, Khazns Tevele & Jordan"
"Cohen, M."
"Cohen, M. B."
"Cohen, Michell & Kiki"
"Cohen, Michell & Kiki and Tia"
"Cohen, Michelle & Kiki"
"Cohen, Michelle and Kiki"
"Cohen, Moshe"
"Cohen, Myron"
"Cohen, Robert"
"Cohen, Robert and Sharon Alexander"
"Cohen, Shimon"
"Cohen-Arasi, Shlomo"
"Havron, Nisen Cohen"
"Cohn, C. / E. Erdman"
"Cohon, Borukh"
"Colby, Robert"
"Colby, T."
"Cole, A. & David Buchbinder, arr"
"Cole, Allen"
"Cole, Allen & Allen Merovitz, arr"
"Cole, Allen, arrangement"
"Cole, Allen, arranger"
"Cole, Beth Ann"
"Cole, Beth Anne"
"Coleman, Peter, arranger"
"Coleson, Hazzan Renee"
"Coleson, Cantor Renee"
Collegium Instrmentale Lipsiense
Collegium Instrumentale Lipsiense
"Collins, Anthony, arranger"
"Colmer, Peter, arranger"
Colonne Choir
Colonne Concert Orchestra
Columbus Boychoir of Princeton
"Comer, Deanne"
"Comer, Deanne and Joe Prane"
Community Sing
Concert Solists of Philadelphia
Concert Soloists of Philadelphia
Concerto Soloists of Phila
Concerto Soloists of Philadelphia
"Cone, Molly"
"Confurius, Marty"
"Connor, T./ H. Liep"
"Connor, Tommie"
"Conrad, Con"
"Conrad, Con / J. Russel Robinson"
"Conrad, Conrad / J. Russell"
"Conta, Iosif, cond"
Continello
Continiello
"Continielo, Umberto"
"Convy, Bert & Julia Migenes"
"Cooper, Adrienne"
"Cooper, Carol, solo"
"Cooper, Roslyn"
"Cooper-Gordon, Adrienne (Khane)"
"Copeland, Aaron"
"Copeland, Aaron & Juliard Quartet"
"Copeland, Aaron, adaptation"
"Copland, Aaron (b.1900)"
"Corona, Mordecai"
"Cortez, Alfred Estaban"
"Cortez, Gori"
"Cosla, Paul"
"Coslow, Sam"
"Cossetto, Emil"
"Coster, Naum"
"Cotel, Rabbi (Morris) Moshe"
"Cowen, Roy and Chorus"
"Cowen, Roy, book and lyrics"
"Craimer, J."
"Crasner, Clara"
"Creamer, Henry"
Creamer-Layton
"Crenshew, Randy"
"Crites, Stephen/ Victor Vogt"
"Croonen, Maria"
"Crosby, Bob and Bobcats Orch"
"Crow, Dan"
"Crysler, Marcel, orchestra"
"Cudolban, Cornelius, cond"
"Cuestas, Nestor"
"Cuniot, Denis"
Cyganeri
"Cypkin, Abraham"
"Cypkin, Abraham (1910-1979)"
"Cypkin, Diane"
"Cypkin, Diane & Ensemble"
"Cypkin, Dianne & Ensemble"
"Cytrynbaum, Jackie"
Czechoslovak State Radio Folk Orch
"D'Andrea, O., arr"
"D'Arguto, Rosebury M."
D'Oyly Carte Orchestra
D. R. G. Orchestra
"Da Silva, Howard"
"Da Silva, Howard & Morris Carnovsky"
"Da Silva, Howard, director"
"Dafna, M."
"Dagan, Motke"
"Dagan, Tsila"
"Dagan, Tsila and Leor Yeini"
"Daigon, Ruth, Soprano"
"Dalecki, Seweryn"
"Dalton, Jess, clarinet"
"Daman, Harav Yermiah"
"Damari, Shoshana"
"Damari, Shoshana / Shlomo Artsi"
"Damen, Harav Yermiah"
"Damian, Luca"
"Damnits, A."
"Dan, Robert, Guitar"
"Dan, W. (?)"
"Dan, Yacov"
"Dan, Yacov mandolin"
"Dan, Yoel & Feenjon Group"
"Dan, Yoel and his Trio"
"Dan, Yoel, arr & cond"
"Dan, Yoel, arr & condr"
"Dan, Yoel, arr and cond"
"Danoff, Hedva Amrani"
"Danover, J."
"Danto, Cantor Louis"
"Danzig, E."
"Dargomijsky, Alexander"
"Darion, Joe"
Darom Duo
"Darrieu, Matt & Frank London, arr"
"Darrieu, Matt, arr"
"Daugherty, Mark"
David
David & Gila's Band with chorus
David & The High Spirit
"David, Alisa and Freddy Peer"
"David, Mordecai Ben"
"David, Mordechai Ben"
"David, Samuel"
"David, Toby A."
"Davidoff, N., O. Reich & R Stein"
"Davidov, M."
"Davidowitz, A."
"Davidson, Alyssa, cond"
"Davidson, Frances"
"Davidson, Frances, choirmaster a"
"Davidson, Cantor Charles"
"Davidson, Cantor Charles and Cong"
"Davidson, Martin"
"Davidson, Martin & H. E. Hershtik"
"Davidson, Martin, Sandy Shmuley &"
"Davies, David"
"Davies, David and Choir"
"Davies, David/ Y. Margalit & Choir"
"Davis Benny (Eng), M Kressyn (Yid)"
"Davis, Abraham, soloist"
"Davis, Gwen"
"Davis, Cantor Abraham"
"Davis, Lona Davis, piano"
"Davis, Lona Davis, piano & arr"
"Davis, Miles"
"Davis, Victor and Victor Ratner"
"Davrath, Netania"
"Dayan, Khaim (Morocco)"
"Dayan, Moshe"
"Dayches, Kiva, accordion acc"
De Dannan
"De Falla, Manuel, guitar acc"
"De Leeuw, Frederic"
"De Palma, C., dir"
"De Sylva, Buddy"
"DeCormier, Robert"
"DePriest, James, conductor"
"DeVol, F."
"Debussy, Claude (1862-1918)"
"Decameron, Emil & Orch"
"Dechario, Barbara"
"Dechario, Joseph"
"Decker, Pam"
"Dee, Ruby"
"Degeyter, Pierre"
"Dejesus, Luchi, arr and cond"
"Dejusus, Luchi, arr and cond"
"Delaistier, Maurice"
"Delfin, Jon"
Dello-Joio
"Delman, Dany"
"Delman, Dany and Orch"
"Delman, Dany, arr"
"Delman, Dany, arr and cond"
"Delman, Dany, conductor"
"Delman, Dany, conductor and arr"
"Delmin, Dany"
"Delmin, Dany & Orchestra"
"Delmin, Dany and Orchestra"
"Delmin, Dany arr and conductor"
"Delmin, Dany, Orchestra & Chorus"
"Delmin, Dany, arr"
"Delmin, Dany, arr and cond"
"Delmin, Dany, arr and conductor"
"Delmin, Dany, conductor"
"Delmin, Dany, conductor and arr"
"Denberg, Moshe"
"Denio, Amy, arranger"
"Denza, Luigi, (1846-1922)"
"Der Wilde, Alexander"
"Derkevica, Ausma, conducting"
"Derkevica, Ausman, conducting"
Detroit Jewish Folk Chorus
Deutsch Sisters & Family
Deutsch Sisters
"Devorah, Ruth"
"Di Capria, E."
"Di Chiara, V."
Di Dray Shmueliks
Di Gojim (Austria)
Di Gojim (Netherlands)
Di Naye Kapelia
Diaspora Yeshiva Band
"Dibdin, Charles (1745-1814)"
"Dick, Vladimir, piano"
"Dickens, Hazel"
"Dickens, Hazel, arr and add verses"
"Dickenson, Emily (?)"
"Dicker, Naomi, Eng"
"Dickson, Glenn"
"Dickwert, Zeev, sax solo & orch"
"Dickwert, Zeev, saxaphone"
"Didbin, Charles (1745-1814)"
Didi
"Didon, Jean, accordion"
Dilazzaro
"Dillon, Avrom Moyshe"
"Dinicu, Grigoras"
"Dinitz, Simkha"
"Dinur, Rimona"
"Discount, Paul"
Diskant
Disman Radio Children's Ensemble
"Divon, Sholom"
Dizengoff Command Variety Ensemble
"Djian, H."
"Dligach, L., Russian"
"Dobzhansky, M."
"Doctor, Rubin"
"Doehrer, Terran"
Dohany Street Synagogue Chorus
"Doina, Nusha & Gypsy Trail Orch"
"Dolitzsky, Menakhem Mendel"
"Dolsky, H."
"Domazicky, Frantisce (1913), arr"
"Don, P."
"Don, Rabbi Yisroel of Modzits"
Donalson
"Donenson, Judith"
"Donenson, Judith, narration"
"Donizetti, Gaetano"
Donizetti (melody)
Donovan
"Dor, Moshe"
"Dor, Moshe / J. Holtzman, Spanish"
"Dor, Moshe / Sandro Tuminelli"
"Dor, Moshe / Shmuel Fisher, Yid"
Dos Gezang Fun Mayn Harts
Dos Gezang Fun Mayn Harts Ensemble
"Dotan, Irit"
"Dotan, Itit"
"Dougherty, Dan"
Dounaiewsky
"Dourakine, Dimitri & Orch"
"Dous, A."
"Dove, Glenda"
"Dovrat, N."
"Doyle, Walter"
Dreitzberg
"Drexler, Werner"
"Dreyblatt, Arnold"
"Dreytsel, Leon"
"Driz, (Shika) Ovsey"
"Droguvits, M. ?"
"Dropkin, Celia"
"Dropkin, Celia / A. Rich, Eng"
"Dror, E."
"Dror, Ephraim (Heb Text)"
"Dror, Menakhem"
"Dror, Wayne, Shanklin"
"Drucker, Salvador, guitar"
"Du Bela, Jean"
"Dubin, A"
"Dubin, Sh."
"Dubinski, Giennadi"
"Dubinsky, Gennadi"
"Dubinsky, Mordkhe"
"Dubrow, Cantor Samuel"
"Duckworth, Willie Lee (Orig)"
Dudaim Duo
"Dudochkin, Yelena & Uptown Klezmer"
"Duesing, Dale, baritone"
"Duffy, John"
"Duford, Brian"
"Dufty, William"
Dukes Of Freylekhland
Dukla's Francis Village Orchestra
"Dukla's, Frances Village Orch"
"Dumont, C."
"Dunaevski, Isaak"
"Dunaeysy / Tamara, Yid"
"Dunajewski, Khazn A."
"Dunbar, Will"
Duo Almogim
"Durmashkin, Fanny"
"Durmashkin, Henny"
"Dushchenko, Alexander"
"Dushman, I."
"Dushman, Y."
"Dusiak, K. (?)"
Dveykus
Dvorak
"Dvorin, Miriam"
"Dvorin, Miriam, vocalist"
"Dworman, Menakhem, oud"
"Dyakovski, Lyubomir"
"Dzigan, Shimon"
"Dzigan, Shmuel"
ESPE
ESPY
"Eban, Abba"
"Eban, Abba, narrator"
"Ebb / Yablakoff, Eng"
"Ebb, F. (orig)"
"Ebb, Fred"
"Ebb, Fred (Orig Eng)"
"Eckert, Thomasa & Rinde, sop & ten"
"Eckert, Thomasa and Leon Lishner"
"Eckert, Thomasa, soprano"
"Eckhardt, Klaus"
Eclectricity
"Edel, Yitskhak"
"Edelman, Carol"
"Edelshtadt, D/Shabtai, Yaacov, Heb"
"Edelshtat, Dovid"
"Edelson, Israel"
"Eden, Brakha & Alexander Tamir"
"Edgar, Cantor Ray"
Edna Lev
"Eeoni, Ezio"
Effi Netzer Singers
Efi Netser Singers
"Efron, Keyle"
"Ehrlich, Yom Tov"
"Eichenstein, Abish of Sandz"
"Eidelson, , Reb Kaufman Idel"
"Eidelson, Reb Koifman Idel"
"Einhorn, Dovid"
"Einstein, Arik"
"Einstein, Erik"
"Einstein, Erik & Mike Gavrielov"
"Eisel, Helmut"
"Eisenberg, Gershon"
"Eisenberg, Paul Chaim & Ensemble"
Eisenstadt
Eisenstadt/Sirota (1974-1943)
"Eisenstein, Judith,"
"Eisenstein, Judith, Eng"
"Eisler, Hans"
"Eisner, Bruno, pianist"
"Ejmes, Daniel, clarinet"
"Eksman, Gershon"
El Avram Group
"Elad, Gidon"
"Elayhu, Rabbi Shmuel of Modzits"
"Elber, Avraham, percussion"
"Eldad Shrem, arr"
"Eldor, Gabi"
"Electronic Orch, synthesizers"
Elenkrig's Orchestra
"Elenkrig, Abe"
Abe Elenkrig's Yidishe Orchestra
"Elhayu, Rabbi Shmuel of Modzits"
Eli Kaniel
Eli Kaniel / A. Rubinstein
"Eliagon, Talna"
"Eliahu, Aron G."
Elias Meiri Ensemble
"Elias, Lutz"
"Elias, Rafael"
"Eliav, Arie"
"Eliav, Eliav"
"Eliav, Tanya"
"Eliav, Tanye"
"Eliaz, R."
"Elijah, Rabbi Samuel of Zvolin"
"Elimelekh, Yossi"
"Elimelekh, Yossi & Ensemble"
"Elimelekh, Yossi & Jacob Adi"
Elinat Trio
"Eliran, Menahem, soloist"
"Eliran, Ron"
"Green, Ellen"
"Ellen, David & Ruth Vool, narrat"
"Ellington, Duke"
Ellington-Tizol
Ellis Island Old World Folk Band
"Ellstein, Abe"
Abe Ellstein Ensemble
"Ellstein, Avrom"
"Ellstein, Abe Ensemble"
Abe Ellstein Orchestra
"Eluard, Paul"
"Elyahu, Rabbi Shmuel of Modzits"
Emmorechts
Empyreal String Quartet
"Enesco, Georges"
"Engel, Helen"
"Engel, Helene"
"Engel, Yoel"
"Engel, Yoel (1868-1927) & Firstman"
"Enirbod, Mr."
"Enoch, Fried & Ensemble"
"Enoch, Frieda & Ensemble"
"Enoch, Frieda and Ensemble"
Ensemble
Ensemble (Geshosn un Getrofn)
Ensemble Of Women Cantors
Klezmer Ensemble Simkha
"Ensemble, Let's Sing Yidish"
"Ensemble, Suki & Ding"
"Entin, Nathanial A."
"Ephros, Cantor Gershon"
Epstein Brothers
Epstein Brothers Orchestra
"Epstein, Max"
"Erblich, Reb Yankel"
"Eremychuk (Alecu), Aleku"
"Erez, Khaim"
"Erez, Arnon"
"Stern, Eric"
"Erlenbusch, Tilo"
"Erlikh, David"
"Erlikh, Dovid"
"Eselin, Alter"
"Eshel, Khazn Yitskhak"
"Eshet, David"
"Eshet, David / A Sidoy ?"
"Eshkol, Levi"
"Esim, Janet & Jak Ensemble"
"Esner, Chaim"
"Esner, Uzi, arr"
"Esner, Uzi, arr."
"Esner, Uzi, musical director"
"Esterkin, Robin/ Barbara Slader"
Ethan Freeman
"Eti-Yakov, S."
"Etinger, Amos"
"Ettinger, Amos"
"Ettinger, Amos / Fay Nicoll, Eng"
"Ettinger, Amos / Ron Eliron, Eng"
"Ettinger, Amos / Shmuel Fisher, Y"
"Ettinger, Amos and Dan Almagor"
"Ettinger, Amos/ Sh. Fisher, Yid"
"Ettinger, Amos/Yaakov Shapiro, Yid"
"Evan, G."
"Evans, Mari E."
"Everett, Tayna"
Jewish Vocal Ensemble Evokans
"Evsevsky, Nezo"
"Evsevsky, Nezo, orch arr"
Excited Strings Orchestra
"Eylat, Dafna"
"Eylat, Daphne"
"Eynshteyn, Avrasha"
"Eynshteyn, Yakov"
"Eysh Khaya Khasid, Troupe"
Eysh Khaya Khosid Troup
Eysh Khaya Khosid Troupe
"Faber, Anna"
"Fadi, Mahmoud, percussion"
"Fahey, Brian, arranger"
"Fain, Sammy"
"Fairday, Brenda & Khasn L. Avery"
"Faith, Percie & Carl Sigman"
"Faktori, D., arr"
"Faktori, Daniel, arr"
"Falbel, Rita"
"Falk, ""Yankl"" Jack"
"Falk, ""Yankl"" Jack & Oomph"
"Falk, ""Yankl"" Jack and Oomph"
"Falk, Julien, dir orch & choir"
"Falk, Yankl & Di Naye Kapelia"
"Falk, Yankl, vocalist"
"Fall, Goldstein"
"Falla, Manuel de"
Fania
"Farantouri, Maria"
"Farber, Nat"
Farbrengen Fiddlers
"Fargue, Leon-Paul"
"Fastag, A. D."
"Fastag, A.D. / J. Gross"
"Fastag, Reb Ezriel Dovid"
"Fatanov, A."
"Fatyol, Jozef"
Faverlekh Folk Ensemble
"Favio, L."
"Favio, L. / T. Alyagon, Heb)"
Fayerlekh Folk Ensemble
Fayerlekh Jewish Folk Ensemble
"Fayerman, Genia"
Feder Sisters
"Feder, Zamia"
"Federman, Rafal"
"Fedorov Sisters, arr"
Feengold
Feenjon Group
"Fefer, Itsik"
"Feidman, G. & Issacar Miron, arr"
"Feidman, G., Clarinet & Ensamble"
"Feidman, G., Clarinet & Ensemble"
"Feidman, Giora Trio"
"Feidman, Giora"
"Feig, David"
"Feigenbaum, Ziske"
Feinberg Due
Feinberg Duo
"Feiner, Chaim"
Feingold
Feingold and Greenblatt
"Feingold, Lipa."
"Feingold, Maida"
"Feingold, Maida and M. Polanskaya"
"Feinsinger, Mary"
"Feinsinger, Mary & West End Klez.."
"Feinsinger, Mary Eng/ Ellstein"
"Feinsinger, Mary, Eng"
"Feinsinger, Mary, solo"
"Feinstein, Harav Reb Moshe"
"Fayntukh, Solomon"
"Feintukh, Solomon E."
"Fekete, Khazn Lazlo"
"Feld, Yitskhok"
"Feldman, Joe"
"Feldman, Joseph"
"Feldman, Karol"
"Feldman, Cantor Nico"
"Feldman, Mark"
"Feldman, Moshe, piano"
"Feldman, Rabbi Shmarya"
"Feldman, Walter Zev"
"Feldshuh, Tova"
"Feleki, Dezso"
"Feller, Sid"
"Feller, Zeev"
"Felovitsh, Y."
"Fenigstein, Herman"
"Feraru, S."
"Ferguson, John"
"Ferrao, Raul & Jimmy Kennedy"
"Fershko, Chaim"
"Fershko, Sarah"
"Fershko, Shmuel"
"Feuer, Bernardo"
"Feygelsons, Yisroel"
"Feyges, Gustav, arranger"
"Feygin, Mark"
"Fibikh, Sarah"
"Ficowski, J."
"Ficowski, J. (Polish)"
Fiddler Ensemble
Fiddler On the Roof Cast
Fiddler Orchestra
Fiddler Soundtrack Chorus & Orch
Fidelio Chorus
"Fiedel, Alex"
"Fiedman, G & M.R. Weisenberg, arr"
"Fiedman, Giora"
"Fiedman, Giora, clarinet"
"Fiedman, Giora, clarinet & arr"
"Fiedman, Giora, clarinet solo"
"Field, Debra M."
"Field, Debra M., Guitar"
"Fields Trio, Irving"
"Fields, Irving"
"Fields, Irving & Albert Gamse"
"Fields, Irving and Orchestra"
"Fields, Irving, piano & arr"
"Fifer, Alan, solo"
"Figueroa, Yvonne, piano"
"Fikhman, Yakev"
"Fine, Wendy"
Finjan
"Fink, Shayla"
"Finkel, Fyvush"
"Finkel, Ian & Elliot, dir & arr"
"Finkel, Ian"
"Finkel, Ian, cond and orchestrat"
"Finklehoffer, Fred"
"Finklestein, Cantor Boris"
"Finkelstein, Cantor Meir"
"Firstman, Samuel, conductor"
"Fischman, Hazzan Yael"
"Fischman, Yael & Carol Mayerson"
"Fish, Peter, orchestration"
Fisher - Waaldstein
Fisher - Walstein
"Fisher / Waldstein, arr"
"Fisher, Aniko, soprano"
"Fisher, David"
"Fisher, Dovid (Dudu)"
"Fisher, Emmanuel Singers"
"Fisher, F. / W. Raskin"
"Fisher, Fisher, Yid"
"Fisher, Leahele"
"Fisher, Shmuel"
"Fisher, Shmuel (Yid) / Y. Teherlev"
"Fisher, Shmuel / Ben Bonus, Yid"
"Fisher, Shmuel, Yid"
"Fisher, Shmuel, narration"
"Fisher, Yakov"
"Fisherman, J."
"Fishkind, Larry, tuba"
"Fishl, Petr (1929-1944)"
"Fishman, David"
"Fishman, Joshua, narrator"
"Fishman, Lisa"
"Fishman, Lisa & Lori Lippitz"
"Fistlik, Eve"
"Fjord, Ann-Mai-Britt"
"Flam, Gila"
"Flam, Gila and Michael Alpert"
"Flammer, Ami"
"Fleishman, Eziel"
"Fleishman, Janet"
"Fleishman, Janet / Sh Miller, Heb"
"Fleishman, Menakhem"
"Fleishmann, Cantor Herman"
Fleshman
"Fleysher, Muti"
"Flinker, Moshe"
"Fliskin, D."
"Flor, Gertrude"
"Florov, A."
Flying Bulgar Klezmer Band
"Flynn, Elizabeth Gurley -1890-1964"
"Fogel, Marco, conductor"
"Fogelson, Irena"
"Fogerty, J. C."
Folk Choir
Folk Orchestra of Kiev
Folk Orchestra of Bucherest
Folk Orchestra of Sofia
"Folman, Lola"
"Fombeure, Maurice"
"Fomin, Boris"
"Fomine, B."
"Ford, Paul"
"Foster, Lawrence, conductor"
"Foster, Stephen"
"Fouks, Hanna"
"Fox, Cantor Herschel"
"Katz, Fraidy"
France Radio..-Television Chorus
France Radio..Television Chorus
"Francis, Connie"
"Franck, Jules"
"Franck, Maurice"
"Franco, Moshe, cond and arr"
"Franco, Moshe, conductor"
"Franco, arranger"
"Frank, Anne"
"Frankel, Dov"
"Frankel, Judy"
"Frankel, Cantor Reuven"
"Frankel, Lt Joseph"
"Frankel, Lt Joseph Orchestra"
"Frankel, Naftali, chor & mus dir"
"Frankel, Nukhem"
"Frankl, Hai"
"Frankl, Topsy"
Franklin
"Free, Stan"
Freed
"Freed, Isador"
"Freed, Isador, organ"
"Freed, Ralph & John Noble"
"Freedman, Bob and Molly"
"Freedman, Shraga"
"Freedman, Yakov (Jack)"
"Freedman, Yasha"
"Freelander, Danny"
"Freeman, B."
"Freeman, Ethan"
"Freeman, Mort"
"Freidenberg, S."
"Friedman, Jerry"
Freilach Express
"Freilach, Jonathan"
"Freilich, Jonathan"
"Freilich, Jonathan / Ti Bon Ange"
"Freilich, Jonathan/ Ti Bon Ange"
"Freilich, Jonothan"
"Freiman, Yehezkiel"
Frejlekhs Klezmer Group
Frence Radio..Television Chorus
French
"French, Percy"
"Frenk, Ruth"
"Frenkel, Rabbi Isser"
"Frenkel, Yekhezkl"
"Frenkl, Ilya L'Vovich"
"Frey-Hans, Edith"
"Frey-Hans, Edith Fleisher"
Freydele Oysher & M. Michaels
"Fridler, M."
"Fridman, S."
Fried - Weininger
"Fried, Avraham"
"Fried, Avraham & Children Choir"
"Fried, Avraham & Childrens Choir"
"Fried, Avrahom"
"Fried, Howard"
"Fried, Morris"
"Friedland, Yosef"
"Friedman, Betsalel"
"Friedman, Debbie"
"Friedman, J. & Sabbath Hela Veckan"
"Friedman, Jim"
"Friedman, Kalman"
"Friedman, Pavel"
"Friedman, Shraga"
"Friedman, Yankev"
"Friedmann, Pavel"
"Friedsel, Louis"
"Frimer, Dov"
"Frishman, Dovid"
"Frisn, T./ Dovid Eshet"
"Fritze, Thomas"
From Israel With Love Ensemble
"Fromm, Herbert"
"Froom, Jacqueline"
"Froot, Kenneth, flute"
"Frost, Robert"
"Frug, Shimon Shmuel"
"Frydman Gerard & Dany Delmin, Yid"
"Frydman, Basia"
"Frydman, Gerard and Dany Delman"
"Fuchs, F."
"Fuchs, Israel"
"Fuchs, Leo"
"Fuchs, Moti"
"Fuchs, Moti & Chorus"
"Fuchs, Ofra"
"Fuchs, Uzi"
"Fuchs, Yuval J."
"Fugtsova, A. ?"
"Fuhrman, Ari"
"Fuhrman, Avrom"
"Fuks, Myriam"
"Fuld, Leo"
"Fuller, Marty & Chorus"
Funk. Joel
"Fuxon-Heyman, Sara, Piano"
"Fyodorov Sisters, arr"
G & S Yid Light Opera Co of L.I.
"G & S Yiddish Light Opera Co, L.I."
"G., Shimon"
Gabay
"Gabay, A. (?)"
"Gabay, E."
"Gabai, Rafi"
"Gabai, Rafi & Yoel Dan"
"Gabai, Rafi / Yoel Dan"
Gabayev
"Gade, Y."
"Gailing, Ben"
"Gan, Mathew"
Gainsberg / Herbert Kretzmer
Gainsburg
"Gakner, Alex"
"Gal, Hans"
"Gal, Nira"
"Gal, Ricki"
"Gal, Ricky"
"Galante, Inessa"
"Galin, Rivke"
"Galina, Gita"
"Galina, Grafir"
Galit (Gittel Esther Pinsky)
"Galle / Onno van Djik, vocal"
"Galliard, Bulee ""Slim"""
Gallop and Graubart
"Gallop, Arthur, Jacobi & Graubart"
"Gallop, Frank"
"Gallop, Frank & Lou Jacobi"
"Gallop, Frank and Betty Walker"
"Gallop, Graubart & Arthur"
"Gallop, Graubart Arthur & Cast"
"Gallop, Graubart, Arthur & Holland"
"Gallop, Graubart, Arthur & Jacobi"
"Gallop, Jacobi and Arthur"
"Gallop, Jacobi and Graubart"
"Gallop, Jacobi, Graubart & Arthur"
"Gallop, Jacobi, Graubart & Holland"
"Gallop, King, Graubart & Holland"
"Galperin, Jascha"
"Galperin, Sampson"
"Galron, Nurith"
"Gambardella, S."
"Gamble, Howard L."
"Gamliel, A."
"Gamliel, A. / Leo Fuld, Eng"
"Gamliel, Eli, narration"
"Gamliel, Eliyahu"
"Gammer, Boris (b.1949)"
"Gamse, Albert/ Marianna Brody, Yid"
"Gamzu, Yosi"
"Ganchoff, Cantor Moyshe"
"Gann, Matthew"
"Ganz, Isabelle with Broken Consort"
"Ganzbourg, Tsvi"
"Gaon, Amram (821-875)"
"Gaon, Yehoram"
"Gaon, Yehoram and Aliza Azikri"
"Gaon, Yeroam"
"Gaon, Yerom"
"Garb, Louis"
"Garber, Cantor Hershel"
"Garcia, Rachel & Yale Klezmer Band"
"Garcia-Lorca, Federico, arr"
"Garmize, Tsvi"
"Gary, Willaim"
"Gasboro, Mark, orch arrange"
Gates of Heaven Children's Choir
"Gatsos, Nikos (b.1915)"
"Gebaj, M. (?)"
"Gebirtig, Mordecai"
"Gebirtig, Mordkhe & Manfred Lemm"
"Gebirtig, Mordkhe"
"Gebirtig, Mordkhe/ Sol Zim, Eng"
Gebrider Moyshele
Geduldig & Thiman
"Geduldig, Edward"
"Geffen, Y."
"Gelb, Sh."
"Gelbart, Mikhl"
"Gelbrun, Artur"
"Gelbrun, Artur, conductor"
"Gelbstein, Yosef Khaim"
"Geller, Harry, orch cond"
"Gelman, Elizabeth"
"Gendel, H. based on S. Regensberg"
"Gendel, Hershl"
"Georgieva, Ginka & Slika Zdravkova"
"Gerard, Rosemonde"
"Gerasimov, Anatoly, arranger"
"Gerassi, Dora"
"Gerassi, Dora (Version 1)"
"Gerlach, Jens"
"Gerle, Hans (1532)"
"German, Lucy"
