"sponsorID","sponsorName","sponsorInstitutionType","sponsorType"
"SPR93","Allo Records","-","Record Label"
"SPR930","I. R. M.","-","Publisher"
"SPR931","I. R. Meisels","-","Publisher"
"SPR932","I. R. Meisels (?)","-","Publisher"
"SPR933","I.D. Music","-","Record Label"
"SPR934","I.E.T.","-","Record Label"
"SPR935","I.J. Rosenblatt","-","Record Label"
"SPR936","I.M.","-","Record Label"
"SPR937","ICT","-","Record Label"
"SPR938","Idelsohn Society for Musical Preservation","-","Record Label"
"SPR939","IFC","-","Record Label"
"SPR94","ALOS Producciones","-","Record Label"
"SPR940","Ilanot","-","Record Label"
"SPR941","IMC","-","Record Label"
"SPR942","IMP Records","-","Record Label"
"SPR943","Imperial Broadcast","-","Record Label"
"SPR944","In The Spirit Music Inc.","-","Record Label"
"SPR945","InD-O-Pro Studio","-","Record Label"
"SPR946","Inedit","-","Record Label"
"SPR947","Infinifilm","-","Record Label"
"SPR948","Instituti Cientifico Judio - IWO","-","Publisher"
"SPR949","Instronic","-","Record Label"
"SPR95","ALPHA S.A.I.C.","-","Record Label"
"SPR950","Intermedia Productions","-","Record Label"
"SPR951","Intermedia Sound","-","Record Label"
"SPR952","Internation Music Co.","-","Record Label"
"SPR953","International Music Company","-","Record Label"
"SPR954","International Recordings","-","Record Label"
"SPR955","Interracial Followship Chorus of New York","Ensemble/Artist (musical)","Commissioned"
"SPR956","Intersound","-","Record Label"
"SPR957","Ira Weisburd","-","Record Label"
"SPR958","Island records","-","Record Label"
"SPR959","Isra-Art Records","-","Record Label"
"SPR96","Alpheus Music Corp","-","Publisher"
"SPR960","Isradisc Ltd.","-","Record Label"
"SPR961","Israel","-","Record Label"
"SPR962","Israel Broadcasting Authority","-","Record Label"
"SPR963","Israel Broadcasting Service","-","Record Label"
"SPR964","Israel Music Foundation","-","Record Label"
"SPR965","Israel Music Institute (I.M.I.)","-","Publisher"
"SPR966","Israel Music Publications Limited","-","Publisher"
"SPR967","Israel Speaks","-","Record Label"
"SPR968","Israeli Folk Dance Center","-","Record Label"
"SPR969","Israeli Institute of Sacred Music","-","Record Label"
"SPR97","Alshire Studios","-","Record Label"
"SPR970","Israeli Music Publications","-","Record Label"
"SPR971","Israeli Music Publications Limited","-","Publisher"
"SPR972","Israeli Music Publications ltd","-","Publisher"
"SPR973","Israeli Music Publications, Ltd","-","Publisher"
"SPR974","Israeli Music Publishers","-","Publisher"
"SPR975","Israeli Records","-","Record Label"
"SPR976","Israphon","-","Record Label"
"SPR977","Israsemer","-","Record Label"
"SPR978","Itamar","-","Record Label"
"SPR979","Izzy Bru, Lt.","-","Record Label"
"SPR98","Altarasa Records","-","Record Label"
"SPR980","J & J  Kammen Music Co","-","Publisher"
"SPR981","J & J Kammen","-","Publisher"
"SPR982","J & J Kammen Music Co","-","Publisher"
"SPR983","J & J Kammen Music Co.","-","Publisher"
"SPR984","J & J Kammen Music Co.  Inc.","-","Publisher"
"SPR985","J & J Kammen Music Co.,","-","Publisher"
"SPR986","J. & J. Kammen","-","Publisher"
"SPR987","J. & J. Kammen Music Co","-","Publisher"
"SPR988","J. & J. Kammen Music Co.","-","Publisher"
"SPR989","J. & J. Kammen Music Co.,","-","Publisher"
"SPR99","Altone","-","Record Label"
"SPR990","J. & J. Kammen Music Co., Inc","-","Publisher"
"SPR991","J. & J. Kammen Music Co., Inc.","-","Publisher"
"SPR992","J. and J. Kammen Music Co., Inc.","-","Publisher"
"SPR993","J. J. Kammen","-","Publisher"
"SPR994","J. M. Rumshinsky and Ludwig Zatz","-","Publisher"
"SPR995","J.D.G.Records","-","Record Label"
"SPR996","J.Y.S. Productions","-","Record Label"
"SPR997","J&M Records","-","Record Label"
"SPR998","Jacob Konigsberg","-","Record Label"
"SPR999","Jael Recordings","-","Record Label"
