"title","titleID","genre","hebrewTitle","subject","org","transliteration","music","notes","translations"
"Ose Shalom (Heb)","T3042","","יעשׂה שלוֹם (עבֿרית)","","","","","",""
"Ose Shalom (Hirsh)","T3043","Religious/Prayer","יעשׂה שלוֹם (הירש)","Peace","Alb C-003(j)","HAL 28","HAL 28","","Alb C-003(j)"
"Ose Shalom (Hirsh, Heb, Medley)","T3196","","יעשׂה שלוֹם (עבֿרית, מעדלי)","","","","","",""
"Ose Shalom (Instr, Hirsh, Medley)","T12132","","פּאָפּורי (משפּחה, אינסטר, הירש)","","","","","",""
"Ose Shalom (Menakhem, Heb)","T3197","","יעשׂה שלוֹם","","","","","",""
"Ose Shalom (Rabinowitz, Heb)","T3198","","יעשׂה שלוֹם","","","","","",""
"Oshamnu (Yid)","T9783","","","","","","","",""
"Oshamnu Mikol Am","T4189","Religious/Liturgy","אשמנו מכּל עם","Guilt/Sin/Repentenance","","","","",""
"Oso Boker (A Preacher's Parable)","T4190","Folk/Parable","","Unaware/Waste/Time","","","","",""
"Ot Azoy (Beckerman)","T3992","Klezmer/Instrumental/Khosidl","אָט אַזױ  (בעקערמאַן)","","","","Comp Klez 64","That's The Way",""
"Ot Azoy (Instr, Medley)","T11973","","אָט אַזױ (אינסטר, מעדלי)","","","","","",""
"A Freylekhe Nakht In Odesa","T17449","","אַ פֿרײלעכע נאַכט אין אָדעסאַ","","","","","",""
"Ot Azoy (Medley, Instr)","T8305","","אָט אַזױ (מעדלי, אינסטר)","","","","","",""
"Ot Azoy Bin Ikh","T8425","","אָט אַזױ בין איך","","","","","",""
"Ot Azoy Medley","T9955","Scat/Klezmer","אָט אַזױ מעדלי","","","","","",""
"Ot Azoy Nart Men Op...","T12685","Folk/Humorous","אָט אַזײ נאַרט מען אָפּ..","Marriage/Trickery/Fraud/Bridegroom/In Law","Cahan 265","","","",""
"Ot Azoy Neyt A Shnayder","T2256","Folk","אָט אַזױ נײט אַ שנײַדער","Occupation/Tailor/Poverty","Rubin Oak 90/Alb R-001(a)/Alb R-007(a)/Alb R-007(f)2/Alb R-007(g)/Alb B-004(c)","Rubin Oak 50/Alb R-001(a)/Alb H-002(c))Alb R-007(f)2/Alb R-007(g)/Alb B-004(c)","Rubin Oak 50","See Gottlieb 216-17 for relationship between Ot Azoy Neyt A Shnayder and That's The Way A Tailor Sews (The Tailor Song)./ Recorded under title ""Shnayder"" by the Budapester Klezmer Band [Alb B-065(c)].","Rubin Oak 50/Alb R-001(a)/Alb R-007(a)Alb R-007(f)2/Alb L-049(a)/Alb B-004(c)/"
"Ot Azoy Neyt A Shnayder (Medley)","T40845","","אָט אַזױ נײט אַ שנײַדער (מעדלי)","","","","","",""
"Ani Ma'amin","T7339","Religious","אני מאמין","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)/Ephemera 1203","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S-002(e)"
See also song titled ""Yidn Zingn Ani Ma'amin"""
Hebrew text with Album Notes and Ephemera 1203"
English Adaptation with Album Notes and Ephemera 1204","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ot Dos Hob Ikh A Mol Gekent","T4147","","אָט דאָס האָב איך אַ מאָל געקענט","","","","","",""
"Ot Geyt Yankele","T4149","Theater/Pop","אָט גײט יאַנקעלע","Personality/Mischievous/Brash/Mother","ML PYS 18","ML PYS 18","ML PYS 19","There Goes Yankele","ML PYS 18"
"Ot Iz Shoyn Gekumen Friling","T4150","Literary Origin","אָט איז געקומען פֿרילינג","Seasons/Snow/Melting/Spring","","","","Spring Has Already Come",""
"Ot Ot Dos Vil Ikh","T4151","Theater/Novelty/Love","אָט אָט דאָס װיל איך","Love/Wife/Food/Desire","","","","",""
"Ot Shteyt Mayn Sorele","T4152","","אָט שטײט מײַן שׂרהלע","","","","","",""
"Ot Sinai (Heb)","T8899","","","","","","","",""
"Otakh (Heb)","T4153","","אוצך (עבֿרית)","","","","","",""
"Otan Teliossi O Polemos (Greek)","T4154","","","","","","","",""
"Others Must Complete Goal (Eng)","T4155","","","","","","","",""
"Otpusti Narod Moy","T4156","Protest/March","","Soviet Jewry/Freedom/Exodus/Pharaoh","","","","Pharaoh - Let My People Go","Ephemera 1144"
"Otshi Tshornia (Parody, Instr)","T4158","","","","","","","",""
"Ou Dois-Je Aller?","T40846","","װוּ אַהין זאָל איך גײן?","","","","","",""
"Ou Est La Ruella (Yid, French)","T4159","","װוּ איז דאָס געסעלע (ייִדיש, פֿראַנצײז)","","","","","",""
"Ound'Onoren Gorda? (Auvergne)","T4160","","","","","","","",""
"Our David (Eng)","T4161","","","","","","","",""
"Our David (Yid)","T4162","","דוד (ייִדיש)","","","","","",""
"Our East Side Story","T40847","","","","","","","",""
"Our East Side Story (Eng) Side 1","T4163","","","","","","","",""
"Our Fate (Heb)","T10284","","","","","","","",""
"Our Great Mikado (Yid)","T40848","","אונדזער הײליגער מיקאַדאָ","","","","","",""
"Our Line's Been Changed Again (E)","T4164","","","","","","","",""
"Our Song","T4165","","אונדזער ניגונדל","","","","","",""
"Ovnt Fun Royzn Duft (Erev Shel..)","T4166","","אָװענט פֿון רױזן דופֿט (ערב של שוֹש..)","","","","","",""
"Ovnt Lid","T16338","Literary Origin","אָװנט ליד","Evening/Nature/Piety/Poetry/Regrets/Wine","Manger Illust/Man Roz 253/Alb A-001(l)/K-096(a)","Hacken 1 46/Alb A-001(l)/K-096(a)","","Evening Song","Album B-069(a)/Alb A-001(l)/K-096(a)"
"Over And Under (Instr, Aerobics)","T4167","","","","","","","",""
"Over The Bright Blue Sea (Yid)","T4168","","איבער דעם שײנעם ים","","","","","",""
"Over The Legs (Estonian Polka)","T4169","","","","","","","",""
"Ani Ma'amin (Miron)","T21397","","אני מאמין","","","","","",""
"Over The Rainbow (Eng)","T7983","","","","","","","",""
"Over The Water","T4170","","","","","","","See ""Dugit""",""
"Overture (Goyim, Instr)","T11594","","אוּװירטור (גױעם, אינסטר)","","","","","",""
"Overture (Kazablan, Instr)","T4171","","","","","","","",""
"Overture (Philharmonic Experience)","T4172","","","","","","","",""
"Overture (Suite Russian)","T4173","","","","","","","",""
"Overture Festival Yid Songs 1973","T4174","","אוּװירטור פֿעסטיװאַל ייִדיש לידער 1973","","","","","",""
"Overture On Hebrew Themes, OP. 34","T4175","","","","","","","",""
"Ovinu (Our Father, Heb)","T4176","","","","","","","",""
"Ani Ma'amin (Tshernikhovsky)","T15056","","אני מאמין (טשרניחובסקי)","","","","","See ""Sakhki Sakhki""",""
"Ovinu Malkeynu (Unknown)","T1845","Religious/High Holy Days/Liturgical/Prayer","אבינו מלכּנו","Sin/Repentance/Confession/Forgivness","Alb C-005(b)/Alb B-033(b)/Seder Avo 466","Alb C-005(b)/Alb S-092(s)/alb M-129(a)","","See Vorbei 293 for history of the text"
See Alb S-202(b) for synopsis of text","Alb B-026(b)/Alb B-033(b)/Alb C-005(c)/Seder Avo 466"
"Ovinu Malkeynu (Medley)","T3996","","אבינו מלכּנו (מעדלי)","","","","","See Vorbei 293 for history of the text",""
"Ovinu Malkeynu (Jacobs)","T3997","Bi Lingual","אבינו מלכּנו (דזשאַקאָבס)","Prayer/Piety","","","","",""
"Ovinu Malkeynu Galeh (Heb)","T3998","","","","","","","",""
"Ovinu Malkeynu Zekhor Rakhamekho","T3999","Religious/High Holy Days","","","","","","",""
"Ovo Bigvuros (Psalm 071:16)","T4000","","אבוֹא בּגברוֹת (תהלים עא)","","","","","",""
"Ovos","T9157","","אבות","","","","","",""
"Undzer Gloybn","T40849","","אודזער גלױבן","","","","","See ""Ani Ma'amin (Helfman)",""
"Ovos Tamimim","T4001","","אבות תמימים","","","","","Naïve Rathers",""
"Oy A Nakht A Sheyner","T4003","Love/Separation","אױ אַ נאַכט אַ שײנער","Conscription/Separation/Love/Memory/","Rubin Oak 90/Alb W-001(a)","Kinderland 12/Rubin Oak 52/Alb W-001(a)","Rubin Oak 52","","Rubin Oak 52/Alb W-001(a)"
"Oy A Veytik Mir","T4004","Theater/Parody/Gilbert & Sullivan/Adapatation/Lament","אױ אַ װײטיק מיר","Tsipe Tsivele/Nanki Pu/Burial/Torture/Marriage","","","","Parody of ""Here's A How-De-Do""",""
"Oy A Yidish Man (For A British..)","T10542","","אױ אַ ייִדיש מאַן","","","","","",""
"Oy Akh Beyomeynu","T4005","Folk/Cumulative","אױ אַך בּימינו","Wedding/Praise","Brounoff 56","","Brounoff 56","","Brounoff 56"
"Oy Allah Ikh Lig In Adama","T4006","","אױ אלא איך ליג אין אדמה","","","","","Oh Allah, I Lie In The Earth",""
"Oy Amol Amol (Instr)","T4007","","אױ אַמאָל אַמאָל","","","","","",""
"Oy Avram","T4008","Folk/Love","אױ אַבֿרהם","Love/Constancy/Passion","Vinkov 1 19/Alb B-036(a)/","Vinkov 1 19/Alb J-011(a)/Alb B-075(a)/Alb K-029(b)/Alb K-005(a)","Vinkov 1 19","","Vinkov 1 19/Alb K-005(a)/Alb K-029(b)/Alb 0-007(b)/Alb B-036(a)"
"Oy Avram (Farewell, Yid)","T4010","","אױ אַבֿרהם (Farewell)","","","","","",""
"Ani Ma'amin (Varshaver Geto Lid)","T9506","","אני מאמין (װאַרשאַװער געטאָ ליש)","","","","","",""
"Oy Azoy Vi Makhn Ken Men Nisht","T4011","","אױ אַזױ װי מאַכן קען מען נישט","","","","","",""
"Oy Brayne","T40850","","אױ ברײַנע","","","","","",""
"Oy Der Kop","T4013","","אױ דער קאָפּ","","","","","",""
"Oy Der Peysekh, Peysekh","T4015","","אױ דער פּסח, פּסח","","","","","",""
"Oy Der Sholom Nebekh","T4016","","אױ דער שלום נעבעך","","","","","",""
"Oy Di Bokherim (Instr)","T4017","","אױ די בּחורים (אינסטר)","","","","","",""
"Ani Ma'amin (Parness)","T21399","Religious","אני מאמין (פּאַרנעס)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","Alb V-001(c)/MG WAH 76","Mati Parness credited as composer on Alb Z-010(e)"
N. Parnes is credited on Alb S-007(d) "
"
12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S-002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Oy Di Dreydlekh (Instr, Medley)","T9876","","אױ די דרײדלעך (אינסטר, מעדלי)","","","","","",""
"Oy Di Kinderlekh (Instr)","T4018","","אױ די קינדערלעך","","","","","",""
"Oy Di Meydelekh (Medley)","T9346","","אױ די מײדעלעך (מעגלי)","","","","","",""
"Oy Dortn Dortn Ibern Vaserl","T3022","Folk/Lament","אױ דאָרטן דאָרטן איבערן װאַסערל","Separation/Distance","Rubin Oak 90/ML MTAG 26/Alb R-007(g)/Alb W-001(a)/Alb Z-12(a)/Alb B-036(a)/","Rubin Oak 54/Alb R-007(f)3/ML MTAG 27/Alb R-007(c)/Alb R-007(g)/Alb W-001(a)/","Rub Oak 54/ML Mtag 27/Alb Z-012(a)","","Rubin Oak 54/Alb R-007(c)/Alb R-007(g)/Alb W-001(a)/Alb Alb B-036(a)"
"Oy Dos Mazl (With A Little Bit..)","T3023","","אַױ דאָס מזל","","","","","",""
"Oy El Dia De Purim (Ladino)","T3024","","","","","","","",""
"Oy Gevald Bistu Zis","T3302","Theater/Love","אױ געװאַלד ביסטו זיס","","","","","",""
"Oy Gevalt, Vos Hob Ikh Oysgefirt","T3303","Theatre","אױ געװאַלט, װאָס האָב איך אױסגעפֿירט","Luckless/Beg/Steal/Food/Herring/Potatos/Reformation","","Ephemra 1635","","What I wanted, I suceeded In Getting","Ephemra 1635"
"Oy Gute Vaybl","T3304","","אױ גוטע װײַבל","","","","","",""
"Ani Ma'amin (Ehrlich)","T7976","Faith/Religious/Instructional","אני מאמין (עהרליך)","Creation/Eternal/Attributes/","Y-005(f)","","","Melody of Ve'tahar Libeynu incorporated.",""
"I Like She","T3305","Theater","אײַ לײַק שי","Love","","Alb J-024(a)1/CD K-059(e)/Alb G-013(c)","","","Alb J-024(a)1/CD K-059(e)/A-035(f)"
"Oy I Like She (Medley)","T9347","","אױ אײַ לײַק שי (ייִדיש, מעדלי)","","","","","",""
"Oy Ikh Tsiter","T4216","Klezmer/Theater/Lament","אױ איך ציטער","Mother/Discipline/Punishment/Beating","","","","Oy, I'm Scared"
Oy, I Shiver",""
"Oy Iz Dos A Mamzer (Di Mamzer)","T10448","","אױ איז דאָס אַ ממזר (די ממזר)","","","","","",""
"Oy Iz Dos A Meydl","T9126","Theater/Love","אױ איז דאָס אַ מײדל","Joy","","","","From the musical comedy ""Dzhenke - Oy Iz Dos A Meydl""","Alb "
Alb M-068(a)55"
"Oy Iz Dos A Rebetsn","T1816","Theater/Humorous","אױ איז דאָס אַ רבּיצין","Rebbe/Rebetsn/Khasidim/Food/Ritual Objects","ML PYS 148/SH 1326","ML PYS 148/Alb K-007(b)/Gottlieb 287/Kammen Jaff 3/SH 1326","MY PYS 150/Kammen Jaff 3/SH 1326","See Israeli and Jewish Song Hits for the Eb Alto Saxaphone Kammen Jaff Book Index M108.I82 1963, Page 6"
Adolf King credited with text and music is SH 1326"
"
Gottlieb credits Moskowitz as co-author and co-composer. Kammen credits King as aothor/composer. See Gottlieb 56. Also see ""Sha Sha (Oy Iz Dos A Rebetsn) for English adaption sung by the Andrew Sisters.","ML PYS 148/K-030(b)/Gottlieb 287"
"A Freylekhe Tants","T17460","","אַ פֿרײלעכע טאַנץ","","","","","",""
"Ani Mavtiakh Lakh","T8071","Israeli","אני מבטיח לך","73 War/Promise/Peace/Daughter/Soldier","Bekol Ram 153/Alb Z-013(a)","Bekol Ram 153","Bekol Ram 153","","Bekol Ram 153/Alb Z-103(a)"
"Oy Iz Dos A Rebetsn (Mazl Tov)","T4217","","אױ איז דאַס אַ רבּיצין (מזל טובֿ)","","","","","",""
"Oy Iz Dos A Veltele","T4218","","אַױ איז דאָס אַ װעלטעלע","","","","","",""
"Oy Kaptsn, Hulye","T4219","","אױ, קבּצן הוליע","","","","","",""
"Oy Keshinev Oy Keshinev (Instr)","T4220","","אױ קעשינעװ אױ קעשינעװ","","","","","",""
"Oy Lib Ikh Makarones","T14489","","אַױ ליב איך מאַקאַראָנעס","","","","","",""
"Oy Liube Mayne","T4221","","אױ ליובע מײַנע","","","","","",""
"Oy Mame, Bin Ikh Farlibt","T4223","Theatre/Love","אױ מאַמע, בין איך פֿאַרליבט","Love/Mother/Daughter/Klezmer Youth/Violin","","Warem 159/Alb I-013(a)","","","Alb T-015(c)/Alb S-068(a)/Alb I-013(a)/Alb M-068(a)04"
"Oy Mame, Bin Ikh Farlibt (Medley)","T4224","","אױ מאַמע, בין איך פֿאַרליבט (פּאָפּורי)","","","","","",""
"Oy Mame, Shlog Mikh Nisht","T11737","Lament","אױ מאַמע, שלאָג מיך נישט","Mother/Daughter/Seduction/Forgiveness/Love","Lifshitz 51/Ephemera 1363","Lifshitz 51/Peppler 2 166","Lifshitz 46/Lifshitz 51/Peppler 2 166","O Mother, Don't Beat Me","Lifshitz 51/Peppler 2 166"
"Oy Mamenyu Mayn","T10578","Folk/","אױ מאַמעניו מײַן","Mother/Father/Family/Death/Child/Meshiekh/Resurrection/","Gebir ML 27/Lemm 75/Neslen 2.12","Alb L-025(e)/Neslen 2.12","Gebir ML 27","","Neslen 2.12/Gebir SIMC 24"
"Oy Mayn Kepele","T4226","Children/Humerous","אױ מײַן קעפּעלע","Body/Head/Stomach/Pain/Feet/Hands/Nose/Eyes/Cheeks/Tooth","Boiberik Z 39/","Alb B-066(a)/Alb T-018(a)/Alb 167(a)","","","Alb T-018(a)/ Alb 167(a)"
"Oy Milkhiks (Instr)","T4227","","אױ מילכיקס (אינסטר)","","","","","",""
"Oy Narishe Bryie","T4228","Literary Origin","אױ נאַרישע בּריאה","Mother/Daughter/Love/Advice","Gebirtig 26","","Gebirtig 26","Oh, Foolish Creature",""
"Oy Oy Shabos","T9005","","אױ אױ אױ שבת","","","","","",""
"Oy Oy Uncle Mordecai (Eng)","T4229","","","","","","","",""
"Oy S'iz Gut","T4230","Theatre/Love","אױ ס'איז גוט","Courting/Secret/Nostalgia/Melody","Metro Scher 30i","Alb K-007(b)/Warem 163/Alb K-029(h)//Metro Scher 18","Warem 163/Metro Scher 18","From the operetta ""My Malkele""","CD S-068(d)/Alb K-029(h)/Ephemera 1566 (p. 20)"
"Oy S'iz Gut (Medley)","T4231","","אױ ס'איז גוט (מעדלי)","","","","","",""
"Oy Tate","T3521","Klezmer/Instrumental/Khosidl","אױ טאַטע","","","","Comp Klez 65","",""
"Oy Tate, S'iz Gut","T3523","Instrumental/Klezmer/Freylekhs","אױ טאַטע, ס'איז גוט","","","","","",""
"Oy Vay Iz Tsu Mir","T4707","Vaudville/Shund/Off Color/Double Entendre/Humorous","אױ װײַ איז צו מיר","","","","Kammen 25F 26/Alb N-011(a)/ML MTAG 28/Rubin Oak 64/","",""
"Oy Vet Mir Der Rebe Shmeysn","T40851","Theater/Humorous","אױ װעט מיך די רבּי שמײסן","Kheyder/Student/Absence/Chores/Excuses/Whipping","Alb P-004(c)","Alb P-004(c)","","See Forward Oct 8, 1988. From the operetta ""Yankele""","Alb P-004(c)"
"Oy Vey","T3524","","אױ װײ","","","","","",""
"Oy Vey Rebenyu Ikh Shtey Un Tsiter","T3525","Folk/Maskilic","אױ װײ רבּינו איך שטיי און...","Rebe/Khasidic/Trembling/Faith/Observance/Humorous","Bugatch 144/ML PYS 140","Bugatch 144/PYS 140","Bugatch 144/ML PYS 140","See ftnt 21, p 248 Ruth Rubin  Voices of a People, 2nd ed","Rub Voi 238"
"Oy Vey Shadkhn","T12110","","אױ װײ שדכן","","","","","",""
"Oy Vey Tate","T3526","Theater/Chassidic/Nigun","אױ װײ טאַטע","Father/God/","","","","From the musical ""A Khasene In Shtetl""",""
"Oy Vey Zmiros (Eng)","T3527","","","","","","","",""
"Oy Vey, Mame","T3529","","אױ װײ, מאַמע","","","","","",""
"Oy Veyn Nit Mame","T3530","","אױ װײן ניט מאַמע","","","","","",""
"Oy Vi Es Benkt Zikh","T3531","","אױ װי עס בענקט זיך","","","","","",""
"Oy Vi Es Tshukhit","T3532","","אױ װי עס טשוכיט","","","","","",""
"Oy Vi Sheyn (Instr)","T3533","","אױ װי שײן","","","","","",""
"Oy Volt Ikh Gevolt","T3534","Theater","אױ װאָלט איך געװאָלט","Marriage/Married Life/Wants/Ideals/Peace/Rituals/Nation","","","","From the play by Isidor Friedman and Israel Rosenberg ""Wish Me Luck""",""
"Oy Zeks A Zeyger In Der Fri","T3535","","אױ זעקס אַ זײגער אין דער פֿרי","","","","","",""
"Oy, Ne Khody Hrytsiu (Ukrainian)","T11807","","","","","","","",""
"Oy, Vi Fayn Vet Es Zayn","T10581","","אױ װי פֿײַן עס טעט זײַן (װאָס װעט...)","","","","","",""
