"albumID","albumName","albumNameYiddish","linenote","rpm","LP_BOX","format","timeMade","languages","genre","whereProduced","comments","trackNumber","notes","fauLink","dateMade","provenance","cassette","cd"
"AP1125","Simon Wynberg                             Songs of My People","","","0","0","","","","","","","0","","","","","","x"
"AP1126","Juliusz Wolfsohn  Douze Paaraphrases Sur Des Viex Airs Juifs","","","0","0","Audio CD copy x310","","","","","","0","Twelve Paraphrases Of Old Jewish Tunes, Georges Bernand, pianist","","","","x",""
"AP1127","The Art of William Wolff","","","0","0","Cassette/Audio CD copy x305","","","","","","0","","","1996","","x",""
"AP1128","Rabbi Shlomo Carlebach Sings","","","0","20","","","","","","","0","","","","","",""
"AP1129","David Eshet                              Songs From The Past","דוד עשת          לידער פֿון אַ מאָל","","0","0","Cassette","","","","","","0","","local","","","x",""
"AP113","Sidor Belarsky                        Russian Operatic Arias","","","0","9","33 1/3 10"" LP/Audio CD copy x174","","Russian","Operal/Russian/Classical","USA","","8","This album has not been catalogued at the title or track level.","","","","","x"
"AP1130","Temple Emanuel Presents  We Must Not Forget / A Ruth Midrash","","","0","34","33 1/3 rpm 12""/ Audio CD copy","","","","Cherry Hill, NJ, USA","","10","","local","1969","","","x"
"AP1131","Ron Eliran                              New Sounds of Israel","","","0","34","Audio CD Copy/ 331/3 rpm 12"" X3","","Hebrew","Pop/Israeli","","","13","","","","","","x"
"AP1132","Jerusalem's Synagogue Tour                 Yehezkiel Freiman","בּתי כּנסת בּירושלים   מבוא לסיור מודש נפין של יחזקאל פריימן","","0","41","","","","","","","0","","local","","","",""
"AP1133","Songs of the Synagogue of Florence/Rabbino Fernando Belgrado","מנגינה בּית הכּנסת הגדול של פירינצי","","0","0","","","","","","","0","","","","","",""
"AP1134","Beniamin Khayatauskas (Khiatovsky)  Jewish Songs (in Jewish)","","","0","23","Audio CD copy x254","","Yiddish","Concert/Literary Origin","Latvia","","0","","","","Gift of brother Cantor (?) Khayatovsky, Philadelphia, PA, circa 1960","",""
"AP1135","Chants Yiddish de russie        Benjamin Khaiatouskas, chant","","","0","24","Audio CD copy x265","","Yiddish","Concert/Literary Origin","Latvia","","0","","","","Gift of brother Cantor (?) Khayatovsky, Philadelphia, PA, circa 1960","",""
"AP1136","Emil Cohen                            Jewish Stories & Songs","","","0","24","33 1/3 rpm 12""/Audio CD copy/Casse","","Yiddish","Humorous/Spoken Word","Riverdale, NY","","10","","local","","","x",""
"AP1137","Chants of Israel/  Emile Kacmann, bass/  Bertha Kol, soprano","","","0","24","","","","","","","0","","","","","",""
"AP1138","Yigal Calek Sings Children of Silence","","","0","24","Audio CD copy x267","","","","","","0","","","","","",""
"AP1139","Frumi Cohen & Susan Cohen                     Undzer Yiddish","אונדזער ייִדיש","","0","24","33 1/3 rpm 12""/Audio CD copy x266","","Yiddish","Folk","","","0","","local","","","",""
"AP114","Beethoven/ Fidelio/ NBC Symphony Orchestra/ Arturo Toscanini","","","0","0","Audio CD","","German","Opera/Classical","","Based upon French novel ""Leonore"" by Jean-NicolasBoully.","0","Sidor Belarsky sings the role of Rocco.","","","","","x"
"AP1140","The Country Klezmers           Traditional Jewish Folk Music","","","0","24","33 1/3 rpm 12"" Album","","Hebrew/Yiddish","Folk","Silver Springs, Maryland","","0","","","1978","","",""
"AP1141","Sefarad  The Sephardic Tradition In Ladino Song   Nico Castel","","","0","24","","","","","","","0","","","","","",""
"AP1142","Cantica Hebraica                Chorus and Chamber Orchestra","","","0","24","","","","","","","0","","","","","",""
"AP1143","Cantica Hebraica                92nd Street Y Concert Series","","","0","24","","","","","","","0","Two Album Set","","","","",""
"AP1144","Luc Cherki        le mariage juif       l'alliance et la vie","","","0","24","","","","","","","0","","","","","",""
"AP1145","Dave Cash                    Presente Ses Fantaisies Yiddish","","","0","24","","","","","","","0","","","","","",""
"AP1146","Picon, Molly/ Katinka/ Ikh Ken Fargesn Yedn Nor Nit..","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP1147","Burstein, Peysekhke/ Motke/ Oyer Dalim","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP1148","Picon, Molly/ Oy Iz Dos A Meydl/ Dzhenke","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP1149","Kasten Sam - Feldman, Joe/ Kolumbuses Medine/ Moyshe Kapoyer","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP115","Sidor Belarsky                     24 Favorite Yiddish Songs","","","0","0","","","","","","","0","","","","","","x"
"AP1150","Goldstein, Morris/ Mayn Grine Yente/ Mayn Vayb Iz Busy","","","0","0","78rpm 10 inch Audio CD Copy","","","","","","0","","local","","","","x"
"AP1151","Casman, Nellie/ Vi Lang Lebt Men/ Yosl","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP1152","Picon, Molly/ Yidl Mitn Fidl/ Oy S'iz Gut","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP1153","Songs Of My People/Tova Ronni/Orchestrated by Shmuel Fershko","","","0","89","","","","","","","0","","","","","",""
"AP1154","Music Of The Jewish People/Leo Roth/ Leipzig Synagogue Choir","","","0","89","33 1/3 rpm 12""","","","","","","0","","","","","",""
"AP1155","Jewish Life      ""The Old Country""","","","0","89","Audio CD Reissue/33 1/3 alb 12""","","Yiddish","Folk/Field Recordings","New York","","28","Ethnic Recordings, Collected and edited by Ruth Rubin. Text and -"
transliteration with album note/Audio CD with book. M1852.Y51 2007","","1958","","","x"
"AP1156","Jewish Children Songs and Games/Ruth  / P. Seeger, Banjo","","","0","89","Audio CD","","Yiddish","Folk/Children","New York","","14","","","1957/2006","Purchase Smithsonian Folkways June 2012","","x"
"AP1157","Jewish Folk Songs / Ruth Rubin","","","0","89","Audio CD","","Yiddish/Hebrew","Folk","New York","","16","","local","1959/2006","Purchase Smithsonian Folkways June 2012","","x"
"AP1158","Ruth Rubin sings Yiddish Folk Songs","","","0","89","Audio CD","","Yiddish","Folk","New York","","18","Original LP issued by Prestige/International 13109","","1978/2006","Purchase Smithsonian Folkways June 2012","","x"
"AP1159","Yiddish Love Songs sung by Ruth Rubin","","","0","89","33 1/3 rpm 12""/ Audio CD copy","","Yiddish","Folk","New York","","18","","local","","","",""
"AP116","Sidor Belarsky Sings ""Songs Of The Holocaust""","","","0","0","Audio CD","","Yiddish","Concert/Holocaust","New York","","19","","local","","","","x"
"AP1160","Yiddish Folksongs                                 Ruth Rubin","ייִדישע פֿאָלקסלידער","","0","90","33 1/3 lp 5""","","Yiddish","Folk","","","6","","","1968","","",""
"AP1161","Yiddish Folksongs                                 Ruth Rubin","ייִדישע פֿאָלקסלידער","","0","90","33 1/3 lp 5""","","Yiddish","Folk","","","6","","","1968","","",""
"AP1162","Yiddish Folksongs                                 Ruth Rubin","ייִדישע פֿאָלקסלידער","","0","90","33 1/3 lp 5""","","Yiddish","Folk","","","6","","","1968","","",""
"AP1163","Yiddish Folksongs                                 Ruth Rubin","ייִדישע פֿאָלקסלידער","","0","90","33 1/3 lp 5""","","Yiddish","Folk","","","6","","","1968","","",""
"AP1164","Raisins And Almonds Klezmer Band       Janet Leucher, vocals","","","0","0","Cassette/Audio CD copy","","","","","","0","","local","","","x","x"
"AP1165","Mark Olf Sings Yiddish Folk Songs For Children","","","0","81","Audio CD/33 1/3 10"" LP","","Yiddish","Folk","New York, NY","","13","","","1960/2007","Purchase from Smithsonian Folkways, June 2012/ LP Gift of Freedmans, 1996","","x"
"AP1166","Hebrew Folk Songs sung by Mark Olf with guitar","","","0","82","33 1/3 rpm 10""/Audio CD copy x374","","Hebrew","Folk","New York","","12","","local","1957","Inscribed cover and larger size book, Gift of M. Sutherland 06/12","",""
"AP1167","Once There Was A Hassid                     Eysh Khasid Haya","","","0","82","","","","","","","0","","","","","",""
"AP1168","Simon Ossovitzky in Yiddish Songs","שירי עם בּיידיש  סימון אָוסוביצקי מיט דעם טריאו עמנואל ברי","","0","82","33 1/3 rpm 10""","","Yiddish","Folk","Israel","","6","","","","","",""
"AP1169","Der Koysl  Shimon Osovitsky","דער כּותל  שמעון אָסאָװיצקי","","0","82","33 1/3 rpm 12""","","Yiddish","","Israel","","0","","","","","",""
"AP117","Jewish Song Treasury  Vol I            Mascha Benya, soprano","מאַשאַ בעניע    פֿאָלקס לידער","","0","9","Audio CD copy x168","","Yiddish/German/Italian/Russian/English","Concert/Operatic","","","19","","","","","","x"
"AP1170","Tsiganoff, Mishka/ Galitsianer Khosid/ Oy Di Meydlekh","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP1171","Schwartz, William/ Di Sheyne Yugend/ Undzer Rebenyu","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP1172","Moskowitz, Abraham/ A Malke Oyf Peysekh/ Peysekh Tsayt","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP1173","Rosenstein, Abraham, tenor/ Shlimazl Vemen Zukhstu/ Oyf Der Odeser Moldivanka","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP1174","Goldstein, Jennie/ Three Hotel Keepers/ Gin","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP1175","Rainer Lemke / Yiddish Songs /  Davke","דװקאַ","","0","0","","","","","","","0","","","","","","x"
"AP1176","Bin Ikh Mir A Shnayderl/Yiddish Work Songs Sung By Mark Levy","","","0","0","","","","","","","0","","","","","","x"
"AP1177","Martin Lorber Collection of 78 RPM Recordings","","","0","0","Cassette/ Audio CD copy","","Yiddish/Instrumental","Klezmer/Theatre/Instrumental","","","32","","local","","Copies of borrowed recordings returned to Arthur Lorber.","x","x"
"AP1178","Susan Leviton / Singing In Yiddish   / Zingendik!","זינגענדיק","Cover: English & Yiddish with representation of a pomegrante. -"
Liner notes include short essay on ""Traditional Music in -"
Pennsylvania"" by Amy E. Skillman; Essay by Henry Sapoznik; and -"
transliteration and translation of the song texts.","0","0","Audio CD","52:56:00","Yiddish","Art Songs/Concert/Female Vocal","Harrisburg, PA","","18","","","1999","1999, Mail Order from Susan Levitan","","x"
"AP1179","Eclectricity                           Language of the Heart","","","0","35","","","","","","","0","","","","","",""
"AP118","Jewish Song Treasury  Vol II           Mascha Benya, soprano","מאַשאַ בעניע    פֿאָלקס לידער","","0","0","Cassette X2/Audio CD copy x180","","Yiddish","Operatic/Concert","","","0","","","","","","x"
"AP1180","Eclectricity                               Liktnut - Niguneh","לקטנות - נגינה","","0","0","Audio CD Copy/Cassette X76","","English/Hiddish/Hebrew","Klezmer","","","7","","local","","","x",""
"AP1181","Mischa Elman        Hebraic Melodies    Joseph Seiger, piano","","","0","35","Audio CD Copy/33 1/3 rpm 12"" x616","","","Instrumental/Classical","New York","","9","","local","","","x","x"
"AP1182","ESPE                                   Performance Tape No 1","","","0","0","","","","","","","0","Gabi Bollinger-Erb, vocals, guitar; Hans Bollinger, vocals, guitar; -"
Thomas Doll, violin; Walter Kennrich, guitar, mandolin. Cassette -"
from album owned by Morrie Helzner.-","local","","","x",""
"AP1183","ESPE                                   Performance Tape No 2","","","0","0","Audio CD Copy","","","","","","0","Gabi Bollinger-Erb, vocals, guitar; Hans Bollinger, vocals, -"
guitar; Thomas Doll, violin; Walter Kennrich, guitar, mandolin. -"
Cassette from album owned by Morrie Helzner.-","","","","x","x"
"AP1184","Klezmer Conservatory Band               Yiddishe Renaissance`","","","0","65","33 1/3 rpm 12""/Cassette/ Audio CD","","Yiddish","Klezmer/Pop/Big Band","Santa Monica, CA","","11","","","11981/87","Cassette Gift from Bart Banks, January 2011","x","x"
"AP1185","Klez!!!                        The Klezmer Conservatory Band","","","0","65","","","","","","","0","Transliteration and translation with album notes.","local","","","","x"
"AP1186","A Touch of Klez!               The Klezmer Conservatory Band","","","0","65","","","","","","","0","","local","","","",""
"AP1187","The Klezmer Conservatory Band                   Oy Chanukah!","","","0","65","","","","","","","0","Reminiscenses and readings respecting khanike and klezmer -"
arrangements of khanike songs.","local","","","",""
"AP1188","The Klezmer Conservatory Band             A Jumpin' Night...","","","0","0","","","","","","","0","","","","","",""
"AP1189","The Klezmer Conservatory Band                 Old World Beat","","","0","0","","","","","","","0","","","","","","x"
"AP119","Let's Sing A Yiddish Song...   Masha Benya & Children Chorus","לאָמיר זינגען לידער  פֿאַר ייִדישע קינדער","","0","9","33 1/3 rpm 12""/Audio CD copy","","","","","","0","","","","","","x"
"AP1190","The Klezmer Conservatory Band   Thirteenth Anniversary Album","","","0","0","Audio CD","","Yiddish","Klezmer","Cambridge, MA","","16","","","1993","","","x"
"AP1191","The Klezmer Cconservatory Band         Dancing In the Aisles","","","0","0","Audio CD","","Yiddish","Klezmer","Cambridge, Massachusetts","","22","","","1992","","","x"
"AP1192","The Klezmer Conservatory Band / Dance Me To The End Of Love","","","0","0","Audio CD","","Yiddish/Instr","Klezmer","","Liner notes include translations and transliteration.","19","","","2000","Purchase","","x"
"AP1193","Budowitz / Wedding Without A Bride/ Khusn On A Kale / Un Mariage Sans Mariee","חתונה אָן אַ כּלה","","0","0","Audio CD","56:51:00","","Traditional Wedding (19th Century)/Instrumental/Klezmer","France","","24","Scholarly liner notes detailing the structure and order of a Galitsan 19th century wedding.","","","Gift of Robert & Molly Freedman","","x"
"AP1194","Leibele Schwartz /Grandes exitos en idish y Jasidico / Volumen 1","","","0","0","Audio CD","47:15:00","Yiddish","Yiddish/Theater/Folk","Buenos Aires, Argentina","","14","","","1994","Gift of Robert & Molly Freedman. Hatikvah Internat'l, Los Angeles, CA, Feb 05","","x"
"AP1195","The Burning Bush/  Music of the Old Jewish World","","","0","0","Audio CD","67:02:00","Yiddish/Ladino","Folk/Klezmer","Germany","","15","Liner notes in German, English, Spanish, credits and song synopsi","","2003","Gift of Burning Bush, 2004.","","x"
"AP1196","Juvelier, Kalman/ Shuldik Bistu Yidele Aleyn -- Di Reyze Nokh Amerike/ Dos Lebedike Yisoymele","","","0","0","78rpm 12""","5:00","Yiddish","","","","0","","","","Additional lyrics to the 10"" version","",""
"AP1197","Seeger, Pete & The Berries/ Zhankoye/ Mayn Shtetele Belz","","","0","0","78rpm 10""","","Yiddish","","","","0","","","","","",""
